"Area","Programme","Level","Mode","University","University_URL","Programme_URL","Contact","Language"
"Technological sciences","Mechanical engineering","Bachelor Programme","full-time programme","Polish Naval Academy","http://www.amw.gdynia.pl/","https://study.gov.pl/polish-naval-academy-3","mailto:a.szwarc@amw.gdynia.pl","English"
"Technological sciences","Mechanics","Master's Programme","full-time programme","Czestochowa University of Technology","https://pcz.pl/en/","https://study.gov.pl/mechanics-and-machine-construction","mailto:iso@pcz.pl","English"
"Technological sciences","Mechanics and machine building","Bachelor Programme","full-time programme","Wrocław University of Science and Technology","https://go-poland.pl/university/wroclaw-university-technology","https://study.gov.pl/wroc-aw-univeristy-technology-0","mailto:admission@pwr.edu.pl","English"
"Technological sciences","Mechanics and machine building","Bachelor Programme","full-time programme","Maritime University of Szczecin","https://go-poland.pl/university/maritime-university-szczecin","https://study.gov.pl/maritime-university-szczecin-0","mailto:international@am.szczecin.pl","English"
"Science","Mechanics and machine design","Master's Programme","full-time programme","Silesian University of Technology","https://go-poland.pl/university/silesian-university-technology","https://study.gov.pl/silesian-university-technology-15","mailto:study@polsl.pl","English"
"Science","Mechanics and machine design","Master's Programme","full-time programme","Silesian University of Technology","https://go-poland.pl/university/silesian-university-technology","https://study.gov.pl/silesian-univeristy-technology-0","mailto:study@polsl.pl","English"
"Science","Mechanics and machine design","Master's Programme","full-time programme","Silesian University of Technology","https://go-poland.pl/university/silesian-university-technology","https://study.gov.pl/silesian-univeristy-technology-0","mailto:study@polsl.pl","English"
"Science","Mechanics and machine design","Bachelor Programme","full-time programme","Silesian University of Technology","https://go-poland.pl/university/silesian-university-technology","https://study.gov.pl/silesian-university-technology-12","mailto:study@polsl.pl","English"
"Science","Mechanics and machine design","Master's Programme","full-time programme","Silesian University of Technology","https://go-poland.pl/university/silesian-university-technology","https://study.gov.pl/silesian-university-technology-15","mailto:study@polsl.pl","English"
"Technological sciences","Mechatronic systems and materials","Bachelor Programme","full-time programme","Bialystok University of Technology","https://go-poland.pl/university/bialystok-university-technology","https://study.gov.pl/bialystok-university-technology-11","mailto:studyatbut@pb.edu.pl","English"
"Technological sciences","Mechatronic systems and materials","Bachelor Programme","full-time programme","Warsaw University of Technology","https://go-poland.pl/university/warsaw-university-technology","https://study.gov.pl/warsaw-university-technology-21","mailto:students.cwm@pw.edu.pl","English"
"Technological sciences","Mechatronics","Master's Programme","full-time programme","AGH University of Krakow","https://www.agh.edu.pl/","https://study.gov.pl/agh-university-krakow-5","mailto:international.students@agh.edu.pl","English"
"Technological sciences","Mechatronics","Bachelor Programme","full-time programme","Warsaw University of Technology","https://study.gov.pl/university/warsaw-university-technology","https://study.gov.pl/warsaw-university-technology-26","mailto:students.cwm@pw.edu.pl","English"
"Science","Mechatronics","Bachelor Programme","full-time programme","AGH University of Krakow","https://www.agh.edu.pl/","https://study.gov.pl/agh-university-krakow-3","mailto:international.students@agh.edu.pl","English"
"Technological sciences","Mechatronics","Master's Programme","full-time programme","Poznan University of Technology","https://go-poland.pl/university/poznan-university-technology","https://study.gov.pl/poznan-university-technology-17","mailto:study@put.poznan.pl","English"
"Science","Mechatronics","Master's Programme","full-time programme","Silesian University of Technology","https://go-poland.pl/university/silesian-university-technology","https://study.gov.pl/silesian-university-technology-13","mailto:study@polsl.pl","English"
"Technological sciences","Mechatronics","Bachelor Programme","full-time programme","Military University of Technology","https://wml.wat.edu.pl/en/","https://study.gov.pl/military-university-technology-8","mailto:mateusz.dziemdziela@wat.edu.pl","English"
"Social sciences","Media and Diversity Studies","Master's Programme","full-time programme","Collegium Civitas","https://study.gov.pl/university/collegium-civitas","https://study.gov.pl/collegium-civitas-19","mailto:admissions@civitas.edu.pl","English"
"Social sciences","Media studies","Bachelor Programme","full-time programme","The Pontifical University of John Paul II in Krakow","https://study.gov.pl/university/pontifical-university-john-paul-ii-krakow","https://study.gov.pl/communication-and-media-studies","mailto:recruitment@upjp2.edu.pl","English"
"Social sciences","Media, diplomacy and international negotiations","Bachelor Programme","full-time programme","Collegium Civitas","https://study.gov.pl/university/collegium-civitas","https://study.gov.pl/collegium-civitas-1","mailto:admissions@civitas.edu.pl","English"
"Biological sciences","Medical biology","Bachelor Programme","full-time programme","Maria Curie-Skłodowska University","https://www.umcs.pl/en/applicant.htm","https://study.gov.pl/maria-curie-sklodowska-university-2","mailto:studyinenglish@mail.umcs.pl","English"
"Medical, health and sport sciences","Medical Doctor program in English","Long cycle Master's Programme (9-12 semesters)","full-time programme","Medical University of Warsaw","https://go-poland.pl/university/medical-university-warsaw","https://study.gov.pl/medical-university-warsaw-0","mailto:recruitment@wum.edu.pl","English"
"Medical, health and sport sciences","Medical Doctor program in English","Long cycle Master's Programme (9-12 semesters)","full-time programme","Jagiellonian University in Kraków","https://go-poland.pl/university/jagiellonian-university-krakow","https://study.gov.pl/jagiellonian-university-krakow-4","mailto:smeoffice@cm-uj.krakow.pl","English"
"Medical, health and sport sciences","Medicine","Non-degree programme","full-time programme","Medical University of Gdańsk","https://go-poland.pl/university/medical-university-gdansk","https://study.gov.pl/medical-university-gda-sk-2","mailto:admission@gumed.edu.pl","English"
"Medical, health and sport sciences","Medicine","Long cycle Master's Programme (9-12 semesters)","full-time programme","Medical University of Silesia","https://study.gov.pl/../university/medical-university-silesia","https://study.gov.pl/medical-university-silesia","mailto:admission.smk@sum.edu.pl","English"
"Medical, health and sport sciences","Medicine","Long cycle Master's Programme (9-12 semesters)","full-time programme","University of Warmia and Mazury in Olsztyn","https://go-poland.pl/university/university-warmia-and-mazury-olsztyn","https://study.gov.pl/university-warmia-and-mazury-olsztyn-5","mailto:studyingmedicine@gmail.com","English"
"Medical, health and sport sciences","Medicine","Long cycle Master's Programme (9-12 semesters)","full-time programme","Jan Kochanowski University of Kielce","http://www.ujk.edu.pl/","https://study.gov.pl/jan-kochanowski-university-kielce","mailto:medicineschool@ujk.edu.pl","English"
"Medical, health and sport sciences","Medicine","Master's Programme","full-time programme","Medical University of Bialystok","https://go-poland.pl/university/medical-university-bialystok","https://study.gov.pl/medical-university-bialystok","mailto:admission@umb.edu.pl","English"
"Medical, health and sport sciences","Medicine","Long cycle Master's Programme (9-12 semesters)","full-time programme","Nicolaus Copernicus University Collegium Medicum","https://en.cm.umk.pl/","https://study.gov.pl/nicolaus-copernicus-university-collegium-medicum","mailto:studiesinenglish@cm.umk.pl","English"
"Medical, health and sport sciences","Medicine","Long cycle Master's Programme (9-12 semesters)","full-time programme","Pomeranian Medical University in Szczecin","https://go-poland.pl/university/pmu-szczecin","https://study.gov.pl/pomeranian-medical-university-szczecin-1","mailto:recruit@pum.edu.pl","English"
"Medical, health and sport sciences","Medicine","Long cycle Master's Programme (9-12 semesters)","full-time programme","Medical University of Lublin","https://study.gov.pl/university/medical-university-lublin","https://study.gov.pl/medical-university-lublin-1","mailto:admissions@umlub.pl","English"
"Medical, health and sport sciences","Medicine","Long cycle Master's Programme (9-12 semesters)","full-time programme","Jan Kochanowski University of Kielce","http://www.ujk.edu.pl/","https://study.gov.pl/jan-kochanowski-university-kielce","mailto:medicineschool@ujk.edu.pl","English"
"Medical, health and sport sciences","Medicine","Long cycle Master's Programme (9-12 semesters)","full-time programme","Medical University of Silesia","https://study.gov.pl/../university/medical-university-silesia","https://study.gov.pl/medical-university-silesia","mailto:admission.smk@sum.edu.pl","English"
"Medical, health and sport sciences","Medicine","Long cycle Master's Programme (9-12 semesters)","full-time programme","University of Warmia and Mazury in Olsztyn","https://go-poland.pl/university/university-warmia-and-mazury-olsztyn","https://study.gov.pl/university-warmia-and-mazury-olsztyn-5","mailto:studyingmedicine@gmail.com","English"
"Medical, health and sport sciences","Medicine","Master's Programme","full-time programme","Medical University of Bialystok","https://go-poland.pl/university/medical-university-bialystok","https://study.gov.pl/medical-university-bialystok","mailto:admission@umb.edu.pl","English"
"Medical, health and sport sciences","Medicine","Long cycle Master's Programme (9-12 semesters)","full-time programme","Nicolaus Copernicus University Collegium Medicum","https://en.cm.umk.pl/","https://study.gov.pl/nicolaus-copernicus-university-collegium-medicum","mailto:studiesinenglish@cm.umk.pl","English"
"Medical, health and sport sciences","Medicine","Long cycle Master's Programme (9-12 semesters)","full-time programme","Pomeranian Medical University in Szczecin","https://go-poland.pl/university/pmu-szczecin","https://study.gov.pl/pomeranian-medical-university-szczecin-1","mailto:recruit@pum.edu.pl","English"
"Humanities","Mediterranean studies","Master's Programme","full-time programme","Adam Mickiewicz University, Poznań","https://amu.edu.pl/en","https://study.gov.pl/adam-mickiewicz-university-pozna-28","mailto:tmastul@amu.edu.pl","English"
"Science","Mining and engineering geology","Master's Programme","full-time programme","AGH University of Science and Technology","https://go-poland.pl/university/agh-university-science-and-technology","https://study.gov.pl/agh-university-science-and-technology-17","mailto:international.students@agh.edu.pl","English"
"Technological sciences","Mining and engineering geology","Master's Programme","full-time programme","AGH University of Science and Technology","https://go-poland.pl/university/agh-university-science-and-technology","https://study.gov.pl/agh-university-science-and-technology-18","mailto:international.students@agh.edu.pl","English"
"Technological sciences","Mining and engineering geology","Master's Programme","full-time programme","Wrocław University of Science and Technology","https://go-poland.pl/university/wroclaw-university-technology","https://study.gov.pl/wroclaw-university-science-and-technology-6","mailto:admission@pwr.edu.pl","English"
"Technological sciences","Mining and Geology","Bachelor Programme","full-time programme","Silesian University of Technology","https://go-poland.pl/university/silesian-university-technology","https://study.gov.pl/silesian-university-technology-20","mailto:study@polsl.pl","English"
"Technological sciences","Mining and Geology","Master's Programme","full-time programme","Silesian University of Technology","https://go-poland.pl/university/silesian-university-technology","https://study.gov.pl/silesian-university-technology-21","mailto:study@polsl.pl","English"
"Biological sciences","Molecular Biotechnology","Master's Programme","full-time programme","Jagiellonian University in Kraków","https://go-poland.pl/university/jagiellonian-university-krakow","https://study.gov.pl/jagiellonian-university-krak-w-7","mailto:mol.biotech@uj.edu.pl","English"
"Social sciences","Multimedia Communication","Bachelor Programme","full-time programme","Collegium Civitas","https://study.gov.pl/university/collegium-civitas","https://study.gov.pl/collegium-civitas-8","mailto:admissions@civitas.edu.pl","English"
"Social sciences","Multimedia Communication","Master's Programme","full-time programme","University of Wroclaw","https://uwr.edu.pl/en/","https://study.gov.pl/university-wroclaw-10","mailto:study.media@uwr.edu.pl","English"
"Arts","Musical instruments","Master's Programme","full-time programme","Academy of Music in Cracow","http://www.amuz.krakow.pl","https://study.gov.pl/academy-music-cracow-0","mailto:stanislaw.janik@amuz.krakow.pl","English"
"Arts","Musical instruments","Doctoral studies","full-time programme","Jan Dlugosz University in Czestochowa","https://go-poland.pl/university/jan-dlugosz-university-czestochowa","https://study.gov.pl/jan-dlugosz-university-czestochowa-12","mailto:phd-studies@ujd.edu.pl","English"
"Arts","Musical instruments","Bachelor Programme","full-time programme","The Grażyna and Kiejstut Bacewicz Academy of Music in Łódź","https://go-poland.pl/university/grazyna-and-kiejstut-bacewicz-academy-music-lodz","https://study.gov.pl/grazyna-and-kiejstut-bacewicz-academy-music-lodz","mailto:students@amuz.lodz.pl","English"
"Arts","Musical instruments","Master's Programme","full-time programme","The Karol Szymanowski Academy of Music in Katowice","https://go-poland.pl/university/karol-szymanowski-academy-music-katowice","https://study.gov.pl/karol-szymanowski-academy-music-katowice","mailto:schoolofmusic@am.katowice.pl","English"
"Arts","Musical instruments","Bachelor Programme","full-time programme","The Grażyna and Kiejstut Bacewicz Academy of Music in Łódź","https://go-poland.pl/university/grazyna-and-kiejstut-bacewicz-academy-music-lodz","https://study.gov.pl/grazyna-and-kiejstut-bacewicz-academy-music-lodz-0","mailto:students@amuz.lodz.pl","English"
"Arts","Musical instruments","Bachelor Programme","full-time programme","Jan Dlugosz University in Czestochowa","https://go-poland.pl/university/jan-dlugosz-university-czestochowa","https://study.gov.pl/jan-dlugosz-university-czestochowa-22","mailto:ws@ujd.edu.pl","English"
"Arts","Musical instruments","Bachelor Programme","full-time programme","The Karol Szymanowski Academy of Music in Katowice","https://go-poland.pl/university/karol-szymanowski-academy-music-katowice","https://study.gov.pl/karol-szymanowski-academy-music-katowice-0","mailto:schoolofmusic@am.katowice.pl","English"
"Arts","Musical instruments","Master's Programme","full-time programme","The Ignacy Jan Paderewski Academy of Music in Poznan","https://study.gov.pl/university/ignacy-jan-paderewski-academy-music-poznan","https://study.gov.pl/ignacy-jan-paderewski-academy-music","mailto:rektor@amuz.edu.pl","English"
"Arts","Musical instruments","Bachelor Programme","part-time programme","The Karol Lipiński Academy of Music in Wrocław","https://go-poland.pl/university/karol-lipinski-academy-music-wroclaw","https://study.gov.pl/karol-lipi-ski-academy-music-wroc-aw","mailto:info@amuz.wroc.pl","English"
"Science","Nanotechnology","Master's Programme","full-time programme","Lodz University of Technology","https://p.lodz.pl/en","https://study.gov.pl/lodz-university-technology-24","mailto:foreignstudents@p.info.pl","English"
"Science","Nanotechnology","Master's Programme","full-time programme","Lodz University of Technology","https://p.lodz.pl/en","https://study.gov.pl/lodz-university-technology-24","mailto:foreignstudents@p.info.pl","English"
"Technological sciences","Navigation","Bachelor Programme","full-time programme","Polish Naval Academy","http://www.amw.gdynia.pl/","https://study.gov.pl/polish-naval-academy","mailto:rekrutacja-wniuo@amw.gdynia.pl","English"
"Technological sciences","Navigation","Master's Programme","full-time programme","Polish Naval Academy","http://www.amw.gdynia.pl/","https://study.gov.pl/polish-naval-academy-0","mailto:rekrutacja-wniuo@amw.gdynia.pl","English"
"Technological sciences","Navigation","Bachelor Programme","part-time programme","Polish Naval Academy","http://www.amw.gdynia.pl/","https://study.gov.pl/polish-naval-academy-1","mailto:rekrutacja-wniuo@amw.gdynia.pl","English"
"Technological sciences","Navigation","Master's Programme","part-time programme","Polish Naval Academy","http://www.amw.gdynia.pl/","https://study.gov.pl/polish-naval-academy-2","mailto:rekrutacja-wniuo@amw.gdynia.pl","English"
"Technological sciences","Navigation","Master's Programme","full-time programme","Warsaw University of Technology","https://study.gov.pl/university/warsaw-university-technology","https://study.gov.pl/warsaw-university-technology-30","mailto:students.cwm@pw.edu.pl","English"
"Technological sciences","Navigation","Bachelor Programme","full-time programme","Polish Air Force Academy","https://study.gov.pl/university/polish-air-force-academy","https://study.gov.pl/polish-air-force-academy-1","mailto: r.czapla@wsosp.pl","English"
"Technological sciences","Navigation","Bachelor Programme","full-time programme","Maritime University of Szczecin","https://study.gov.pl/university/maritime-university-szczecin","https://study.gov.pl/maritime-university-szczecin","mailto:international@pm.szczecin.pl","English"
"Technological sciences","Navigation","Master's Programme","full-time programme","Maritime University of Szczecin","https://study.gov.pl/university/maritime-university-szczecin","https://study.gov.pl/maritime-university-szczecin-6","mailto:international@pm.szczecin.pl","English"
"Technological sciences","Nuclear power engineering","Master's Programme","full-time programme","Warsaw University of Technology","https://go-poland.pl/university/warsaw-university-technology","https://study.gov.pl/warsaw-university-technology-14","mailto:students.cwm@pw.edu.pl","English"
"Technological sciences","Nuclear power engineering","Master's Programme","full-time programme","Wrocław University of Science and Technology","https://go-poland.pl/university/wroclaw-university-technology","https://study.gov.pl/wroclaw-university-science-and-technology-13","mailto:admission@pwr.edu.pl","English"
"Medical, health and sport sciences","Nursing","Bachelor Programme","full-time programme","Nicolaus Copernicus University Collegium Medicum","https://go-poland.pl/university/nicolaus-copernicus-university","https://study.gov.pl/nicolaus-copernicus-university-collegium-medicum-0","mailto:studiesinenglish@cm.umk.pl","English"
"Medical, health and sport sciences","Nursing","Bachelor Programme","full-time programme","Medical University of Gdańsk","https://go-poland.pl/university/medical-university-gdansk","https://study.gov.pl/medical-university-gdansk","mailto:admission@gumed.edu.pl","English"
"Medical, health and sport sciences","Nursing","Non-degree programme","full-time programme","Medical University od Gdańsk","https://go-poland.pl/university/medical-university-gdansk","https://study.gov.pl/medical-university-od-gdansk-0","mailto:admission@gumed.edu.pl","English"
"Medical, health and sport sciences","Nursing","Bachelor Programme","full-time programme","Medical University of Silesia","https://study.gov.pl/../university/medical-university-silesia","https://study.gov.pl/medical-university-silesia-2","mailto:sekretariatwnoz@sum.edu.pl","English"
"Medical, health and sport sciences","Nursing","Bachelor Programme","full-time programme","WSG University","https://study.gov.pl/university/wsg-university","https://study.gov.pl/wsg-university-1","mailto:interrecruitment@byd.pl","English"
"Medical, health and sport sciences","Nursing","Bachelor Programme","full-time programme","Jan Grodek State University in Sanok","https://go-poland.pl/university/jan-grodek-stateuniversityinsanok","https://study.gov.pl/jan-grodek-state-university-sanok","mailto:international@pwsz-sanok.edu.pl","English"
"Technological sciences","Ocean engineering","Master's Programme","full-time programme","Gdańsk University of Technology","http://www.pg.edu.pl","https://study.gov.pl/gda-sk-university-technology-9","mailto:study@pg.edu.pl","English"
"Biological sciences","Paleobiology","Master's Programme","full-time programme","University of Opole","https://go-poland.pl/university/university-opole","https://study.gov.pl/university-opole-7","mailto:eyazykova@uni.opole.pl","English"
"Medical, health and sport sciences","Pharmaceutical science","Doctoral studies","full-time programme","Medical University of Gdańsk","https://go-poland.pl/university/medical-university-gdansk","https://study.gov.pl/medical-university-gda-sk-1","mailto:markusz@gumed.edu.pl","English"
"Medical, health and sport sciences","Pharmaceutical science","Long cycle Master's Programme (9-12 semesters)","full-time programme","Nicolaus Copernicus University Collegium Medicum","https://study.cm.umk.pl/","https://study.gov.pl/nicolaus-copenicus-university-collegium-medicum","mailto:studiesinenglish@cm.umk.pl","English"
"Medical, health and sport sciences","Pharmaceutical science","Master's Programme","full-time programme","Medical University od Gdańsk","http://www.go-poland.pl/university/medical-university-gdansk","https://study.gov.pl/medical-university-od-gdansk","mailto:admission@gumed.edu.pl ","English"
"Medical, health and sport sciences","Pharmaceutical science","Long cycle Master's Programme (9-12 semesters)","full-time programme","Medical University of Silesia","https://study.gov.pl/../university/medical-university-silesia","https://study.gov.pl/medical-university-silesia-4","mailto:mdolowy@sum.edu.pl ","English"
"Humanities","Philosophy","Bachelor Programme","full-time programme","University of Warsaw","https://go-poland.pl/university/university-warsaw","https://study.gov.pl/university-warsaw-9","mailto:philosophy@uw.edu.pl","English"
"Humanities","Philosophy","Bachelor Programme","full-time programme","Jan Dlugosz University in Czestochowa","https://go-poland.pl/university/jan-dlugosz-university-czestochowa","https://study.gov.pl/jan-dlugosz-university-czestochowa-3","mailto:whum@ujd.edu.pl","English"
"Humanities","Philosophy","Master's Programme","full-time programme","The Pontifical University oh John Paul II in Krakow","https://study.gov.pl/university/pontifical-university-john-paul-ii-krakow","https://study.gov.pl/philosophy-ethics-and-religion-ma","mailto:recruitment@upjp2.edu.pl","English"
"Social sciences","Philosophy","Master's Programme","full-time programme","University of Wroclaw","https://study.gov.pl/university/university-wroclaw","https://study.gov.pl/university-wroclaw-23","mailto:study.socialsciences@uwr.edu.pl","English"
"Humanities","Philosophy","Bachelor Programme","full-time programme","The John Paul II Catholic University of Lublin","https://study.gov.pl/pl/node/1672","https://study.gov.pl/john-paul-ii-catholic-university-lublin","mailto:study@kul.pl","English"
"Social sciences","Philosophy","Bachelor Programme","full-time programme","University of Wroclaw","https://uwr.edu.pl/en/","https://study.gov.pl/university-wroclaw-25","mailto:study.socialsciences@uwr.edu.pl","English"
"Humanities","Philosophy","Bachelor Programme","full-time programme","University of Warsaw","https://go-poland.pl/university/university-warsaw","https://study.gov.pl/university-warsaw-9","mailto:philosophy@uw.edu.pl","English"
"Humanities","Philosophy","Doctoral studies","full-time programme","Jan Dlugosz University in Czestochowa","https://go-poland.pl/university/jan-dlugosz-university-czestochowa","https://study.gov.pl/jan-dlugosz-university-czestochowa-18","mailto:phd-studies@ujd.edu.pl","English"
"Humanities","Philosophy","Master's Programme","full-time programme","The John Paul II Catholic University of Lublin","https://study.gov.pl/pl/node/1672","https://study.gov.pl/john-paul-ii-catholic-university-lublin-6","mailto:study@kul.pl","English"
"Science","Physics","Master's Programme","full-time programme","University of Wroclaw","https://uwr.edu.pl/en/","https://study.gov.pl/university-wroclaw-3","mailto:study.physics-astro@uwr.edu.pl","English"
"Technological sciences","Physics","Bachelor Programme","full-time programme","Jan Dlugosz University in Czestochowa","https://go-poland.pl/university/jan-dlugosz-university-czestochowa","https://study.gov.pl/jan-dlugosz-university-czestochowa-5","mailto:wnspt@ujd.edu.pl","English"
"Science","Physics","Bachelor Programme","full-time programme","University of Zielona Góra","https://uz.zgora.pl","https://study.gov.pl/university-zielona-gora-12","mailto:M.Przybylska@if.uz.zgora.pl","English"
"Science","Physics","Doctoral studies","full-time programme","Jan Dlugosz University in Czestochowa","https://go-poland.pl/university/jan-dlugosz-university-czestochowa","https://study.gov.pl/jan-dlugosz-university-czestochowa-11","mailto:phd-studies@ujd.edu.pl","English"
"Science","Physics","Master's Programme","full-time programme","Kazimierz Wielki University","https://go-poland.pl/university/kazimierz-wielki-university","https://study.gov.pl/kazimierz-wielki-university-0","mailto:bwm@ukw.edu.pl","English"
"Science","Physics","Master's Programme","full-time programme","Jan Dlugosz University in Czestochowa","https://go-poland.pl/university/jan-dlugosz-university-czestochowa","https://study.gov.pl/jan-dlugosz-university-czestochowa-6","mailto:wnspt@ujd.edu.pl","English"
"Science","Physics","Master's Programme","full-time programme","University of Silesia in Katowice","https://go-poland.pl/university/university-silesia-katowice","https://study.gov.pl/university-silesia-katowice-8","mailto:admission@us.edu.pl","English"
"Science","Physics","Master's Programme","full-time programme","University of Zielona Góra","https://uz.zgora.pl","https://study.gov.pl/university-zielona-gora-16","mailto:M.Przybylska@if.uz.zgora.pl","English"
"Technological sciences","Physics","Master's Programme","full-time programme","Warsaw University of Technology","https://go-poland.pl/university/warsaw-university-technology","https://study.gov.pl/warsaw-university-technology-15","mailto:students.cwm@pw.edu.pl","English"
"Science","Physics","Bachelor Programme","full-time programme","AGH University of Krakow","https://www.agh.edu.pl/","https://study.gov.pl/agh-university-krakow-4","mailto:international.students@agh.edu.pl","English"
"Science","Physics","Doctoral studies","full-time programme","University of Warsaw","https://go-poland.pl/university/university-warsaw","https://study.gov.pl/university-warsaw-23","mailto:misdomp@uw.edu.pl","English"
"Science","Physics","Master's Programme","full-time programme","Adam Mickiewicz University, Poznan","https://amu.edu.pl/en","https://study.gov.pl/adam-mickiewicz-university-poznan-9","mailto:marziol@amu.edu.pl","English"
"Science","Physics and astronomy","Doctoral studies","full-time programme","University of Warsaw","https://go-poland.pl/university/university-warsaw","https://study.gov.pl/university-warsaw-24","mailto:akaczor@fuw.edu.pl","English"
"Science","Physics and astronomy","Bachelor Programme","full-time programme","Pedagogical University of Cracow","https://go-poland.pl/university/pedagogical-university-cracow","https://study.gov.pl/pedagogical-university-cracow","mailto:ifiz@up.krakow.pl","English"
"Science","Physics and astronomy","Master's Programme","full-time programme","Pedagogical University of Cracow","https://go-poland.pl/university/pedagogical-university-cracow","https://study.gov.pl/pedagogical-university-cracow-0","mailto:ifiz@up.krakow.pl","English"
"Science","Physics and astronomy","Master's Programme","full-time programme","Nicolaus Copernicus University","https://go-poland.pl/university/nicolaus-copernicus-university","https://study.gov.pl/nicolaus-copernicus-university-4","mailto:studywithncu@umk.pl","English"
"Science","Physics and astronomy","Master's Programme","full-time programme","University of Wroclaw","https://uwr.edu.pl/en/","https://study.gov.pl/university-wroclaw-16","mailto:study.physics-astro@uwr.edu.pl","English"
"Science","Physics with IT","Bachelor Programme","full-time programme","Kazimierz Wielki University","https://go-poland.pl/university/kazimierz-wielki-university","https://study.gov.pl/kazimierz-wielki-university","mailto:bwm@ukw.edu.pl","English"
"Medical, health and sport sciences","Physiotherapy","Master's Programme","full-time programme","Opole University of Technology","http://www.po.opole.pl","https://study.gov.pl/opole-university-technology-0","mailto:iro@po.opole.pl","English"
"Medical, health and sport sciences","Physiotherapy","Long cycle Master's Programme (9-12 semesters)","full-time programme","Nicolaus Copernicus University Collegium Medicum","https://go-poland.pl/university/nicolaus-copernicus-university","https://study.gov.pl/nicolaus-copernicus-university-collegium-medicum-1","mailto:studiesinenglish@cm.umk.pl","English"
"Medical, health and sport sciences","Physiotherapy","Bachelor Programme","full-time programme","Medical University of Silesia","https://study.gov.pl/../university/medical-university-silesia","https://study.gov.pl/medical-university-silesia-1","mailto:sekretariatwnoz@sum.edu.pl","English"
"Medical, health and sport sciences","Physiotherapy","Bachelor Programme","full-time programme","University of Information Technology and Management","https://go-poland.pl/university/university-information-technology-and-management","https://study.gov.pl/university-information-technology-and-management-2","mailto:io@wsiz.rzeszow.pl","English"
"Medical, health and sport sciences","Physiotherapy","Long cycle Master's Programme (9-12 semesters)","full-time programme","University of Rzeszów","https://www.ur.edu.pl/pl/collegium-medicum/wydzial-nauk-o-zdrowiu-i-psychologii/student/kierunki-studiow-programy-rozklady-sylabusy/english-division-of-physiotherapy","https://study.gov.pl/university-rzeszow","mailto:studyphysiotherapyinpoland@ur.edu.pl","English"
"Medical, health and sport sciences","Physiotherapy","Bachelor Programme","full-time programme","Katowice School of Economics","http://www.gwsh.pl/","https://study.gov.pl/katowice-school-economics","mailto:int.office@gwsh.pl","English"
"Medical, health and sport sciences","Physiotherapy","Long cycle Master's Programme (9-12 semesters)","full-time programme","Academy of Physical Education in Katowice","https://study.gov.pl/university/awf-katowice","https://study.gov.pl/academy-physical-education-katowice","mailto:international@awf.katowice.pl","English"
"Social sciences","Polish module","Non-degree programme","full-time programme","Lazarski University","https://www.lazarski.pl/en/","https://study.gov.pl/lazarski-university-9","mailto:recruitment@lazarski.edu.pl","English"
"Humanities","Polish module","Non-degree programme","full-time programme","Cracow University of Economics","https://go-poland.pl/university/cracow-university-economics","https://study.gov.pl/cracow-university-economics-14","mailto:joanna.rozycka@uek.krakow.pl","English"
"Humanities","Polish path","Non-degree programme","part-time programme","Cracow University of Economics","https://go-poland.pl/university/cracow-university-economics","https://study.gov.pl/cracow-university-economics-12","mailto:malgorzata.trojanowska@uek.krakow.pl","English"
"Humanities","Polish studies","Bachelor Programme","full-time programme","University of Opole","http://www.opole.uni.pl","https://study.gov.pl/university-opole-5","mailto:hello@uni.opole.pl","English"
"Social sciences","Political science","Master's Programme","full-time programme","University of Warmia and Mazury in Olsztyn","https://go-poland.pl/university/university-warmia-and-mazury-olsztyn","https://study.gov.pl/university-warmia-and-mazury-olsztyn-1","mailto:maciej.hartlinski@uwm.edu.pl","English"
"Social sciences","Political science","Doctoral studies","full-time programme","Graduate School for Social Research, Institute of Philosophy & Sociology, Polish Academy of Sciences","https://study.gov.pl/university/gssr-0","https://study.gov.pl/gssr","mailto:sns@ifispan.edu.pl","English"
"Social sciences","Political science","Master's Programme","full-time programme","University of Warsaw","https://go-poland.pl/university/university-warsaw","https://study.gov.pl/university-warsaw-11","mailto:marcin.zgiep@uw.edu.pl","English"
"Social sciences","Political science","Master's Programme","full-time programme","University of Zielona Góra","https://uz.zgora.pl","https://study.gov.pl/university-zielona-gora-17","mailto:a.ratke-majewska@ip.uz.zgora.pl","English"
"Social sciences","Political science","Bachelor Programme","full-time programme","University of Economics and Human Sciences in Warsaw","https://study.gov.pl/university-economics-and-human-sciences-warsaw","https://study.gov.pl/university-economics-and-human-sciences-warsaw-1","mailto:ENROLLMENT@VIZJA.PL","English"
"Social sciences","Political science","Bachelor Programme","full-time programme","Jan Dlugosz University in Czestochowa","https://go-poland.pl/university/jan-dlugosz-university-czestochowa","https://study.gov.pl/jan-dlugosz-university-czestochowa-20","mailto:wns@ujd.edu.pl","English"
"Social sciences","Political science","Bachelor Programme","full-time programme","University of Humanities and Economics in Lodz","https://study.gov.pl/university/university%20of%20humanities%20and%20economics%20in%20lodz","https://study.gov.pl/university-humanities-and-economics-lodz-0","mailto:study@ahe.lodz.pl","English"
"Social sciences","Political science","Master's Programme","full-time programme","Jan Dlugosz University in Czestochowa","https://go-poland.pl/university/jan-dlugosz-university-czestochowa","https://study.gov.pl/jan-dlugosz-university-czestochowa-21","mailto:wns.cow.1@ujd.edu.pl","English"
