"University","Degree","Level","Language","Credits_Percent","Area","ECTS_Foreign","Cost_per_ECTS","ECTS","Subjects_Foreign","Linguistic_Requirements","Program_Link"
"SALAMANCA","Master in Advanced English Studies","Master","","100%","Languages and Literature","60","","60","All - 28","C1","http://masterenglishstudies.eu/en/admission-process/application-and-required-documentation/application-at-the-university-of-salamanca"
"SALAMANCA","Master in Chemistry and Pharmacology of Natural Products","Master","Portuguese","60%","Health Sciences","47*                                                                                                     47 in Portuguese                31 in Spanish and     42 in one of the two languages","","120","9","None","http://www.usal.es/master-quimica-farmacia-productos-naturales"
"SALAMANCA","Laser Physics and Technology","Master","English","10%","","6","41.58","60","2","B1 or similar (English and Spanish)","http://laser.usal.es/posgrado"
"SALAMANCA","Master in Translation and Intercultural Mediation","Master","French, English and German","60%","Translation and Interpretation","36","41.58 (First Enrolment)","60","36","Verify C2 level in Spanish and first foreign language and intermediate level of a second foreign language; Access test for graduates of degrees other than Translation and Interpretation at Spanish universities","Website of the master: http://diarium.usal.es/mastertrad/; Institutional website (USAL): http://www.usal.es/master-traduccion-mediacion-intercultural"
"SALAMANCA","MASTER IN THEORETICAL CHEMISTRY AND COMPUTATIONAL MODELLING","Master","English","100%","Sciences","120","41.58","120","","That the candidate is the holder of an internationally recognized certificate of competence in English equivalent to the TOEFL, with a minimum qualification of 213/500, or an IELTS with a minimum qualification of 6. According to the descriptors of the Common European Framework of Reference for Languages, this would be equivalent to a minimum B2 or C1 level.","https://tccm.qui.uam.es/?page_id=550"
"PABLO DE OLAVIDE","MA Bilingual Education","Master","English","69.04%","","46.95","","68","4","Level B2","http://www.upo.es/postgrado/MBI-1718"
"PABLO DE OLAVIDE","MA International Communication, Translation and Interpreting","Master","English","44.31%","","29.25","","66","2","Specific test","http://www.upo.es/postgrado/MTI-1718"
"PABLO DE OLAVIDE","MA Secondary School Teaching, Vocatioanl and Language Teaching","Master","English and French","14.47%","","52.4","","362","5","Level B1","http://www.upo.es/postgrado/MSE-1718"
"PABLO DE OLAVIDE","MA International Business Management","Master","English","11.11%","","9.72","","87,5","0","Level B1","http://www.upo.es/postgrado/MNI-1718"
"PABLO DE OLAVIDE","MA Climate Change, Carbon and Water Resources","Master","English","13.62%","","9.4","","69","1","Level B1","http://www.upo.es/postgrado/MCC-1718"
"PABLO DE OLAVIDE","MA Finance and Banking","Master","English","0,16","","0.1","","60","0","Level B1","http://www.upo.es/postgrado/MFB-1718"
"PABLO DE OLAVIDE","MA International Relations","Master","English","5.86%","","3.87","","66","0","Level B1","http://www.upo.es/postgrado/MRI-1718"
"PABLO DE OLAVIDE","MA Teaching of Spanish as a Foreign Language","Master","English","2.8%","","1.72","","60","0","Level B1","http://www.upo.es/postgrado/MEE-1718"
"PABLO DE OLAVIDE","MA Biodiversity and Conservation Biology","Master","English","1.53%","","1","","65","0","Level B1","http://www.upo.es/postgrado/MBB-1718"
"PABLO DE OLAVIDE","MA Environmental, Industrial and Nutritional Biotechnology","Master","English","2.77%","","3.25","","117","0","Level B1","http://www.upo.es/postgrado/MBA-1718"
"PABLO DE OLAVIDE","MA Neuroscience and Behavioural Biology","Master","English","15.32%","","9.5","","62","0","Level B1","http://www.upo.es/postgrado/MNE-1718"
"PABLO DE OLAVIDE","MA Human Rights, Interculturality and Development","Master","PORTUGUESE , ENGLISH AND FRENCH","6%","","3.6","","60","0","Level B1","http://www.upo.es/postgrado/MDH-1718"
"PABLO DE OLAVIDE","MA Society, Administration and Politics","Master","English","2.34%","","1.5","","64","0","Level B1","http://www.upo.es/postgrado/MSA-1718"
"PABLO DE OLAVIDE","MA Business Management","Master","English","6.54%","","5.5","","84","1","Level B1","http://www.upo.es/postgrado/MDI-1718"
"PABLO DE OLAVIDE","MA Science and Technology of Oils and Fermented Beverages","Master","English","5.98%","","5.6","","93,5","0","Level B1","http://www.upo.es/postgrado/MAB-1718"
"PABLO DE OLAVIDE","MA Social Intervention, Culture and Diversity","Master","English","2.66%","","1.99","","75","0","Level B1","http://www.upo.es/postgrado/MSO-1718"
"Universitat  de Girona","Master's in Mechanics of Materials and Structures (MMS)","Master","","100%","","60","66","60","14","","Master's in Mechanics of Materials and Structures (MMS)"
"Universitat  de Girona","Màster Universitari Erasmus Mundus en Medical Imaging and Applications (MAIA)","Master","","100%","","30","","120","6","","Erasmus Mundus Joint Master's in Medical Imaging and Applications (MAIA)"
"Universitat  de Girona","Master's in Vision and Robotics (VIBOT)","Master","","100%","","16","","120","3","","Master's in Vision and Robotics (VIBOT)"
"Universitat  de Girona","Master's in Advanced Catalysis and Molecular Modelling","Master","","100%","","52","66","60","10","","Master's in Advanced Catalysis and Molecular Modelling"
"Universitat  de Girona","Erasmus Mundus European Master's in Tourism Management (EMTM)","Master","","100%","","56","","120","7","","Erasmus Mundus European Master's in Tourism Management (EMTM)"
"Universitat  de Girona","Màster Universitari en Direcció i Planificació de Turisme","Master","","50%","","30","66","60","5","","Màster en Direcció i Planificació del Turisme"
"San Pablo CEU","Master Degree in Biomedical Engineering","Master","English","52%","","31","183","60","7","Nivel B2 en English or equivalent","http://www.postgrado.uspceu.es/pages/ingenieria-biomedica/presentacion.php?ID_M=303"
"San Pablo CEU","Master Degree in International Relations","Master","English","40%","","20 compulsary ECTS + TFM (10 electives ECTS)","185","60","4","B2 English","http://www.idee.ceu.es/masters/master-en-relaciones-internacionales"
"POMPEU FABRA UNIVERSITY","World History","Master","English","47%","Arts and Humanities","50","53","60","10","","https://www.upf.edu/web/master-historia-mon"
"POMPEU FABRA UNIVERSITY","Comparative Studies of Literature, Art and Filosophy","Master","English","6%","Arts and Humanities","5","53","60","1","","https://www.upf.edu/web/meclap"
"POMPEU FABRA UNIVERSITY","Advanced in Legal Sciences","Master","English","57%","Social and Legal Sciences","68","55","60","17","","https://www.upf.edu/web/dret/masters"
"POMPEU FABRA UNIVERSITY","Research in Economics, Finance and Buisness","Master","English","100%","Social and Legal Sciences","115","53","60","23","IELTS Academic Test (6,5), TOEFL (90) and Cambridge Exams (Proficiency A-C; Advance A-C; First A).","https://www.upf.edu/web/econ/research-master"
"POMPEU FABRA UNIVERSITY","Research in Political Science","Master","English","100%","Social and Legal Sciences","289","53","60","61","B2.2 ENGLISH or higher","https://www.upf.edu/web/mastercienciapolitica/"
"POMPEU FABRA UNIVERSITY","Research in Sociology and Demography","Master","English","100%","Social and Legal Sciences","80","53","60","13","B2.2 ENGLISH or higher","https://www.upf.edu/web/mastersociologydemography/"
"POMPEU FABRA UNIVERSITY","Bioinformatics for Health Sciences","Master","English","100%","Sciences","90","55","120","16","","https://www.upf.edu/bioinformatics/"
"POMPEU FABRA UNIVERSITY","Current Democracies: Nationalism, Federalism and Multiculturalism","Master","English","100%","Social and Legal Sciences","80","53","60","16","B2.2 ENGLISH or higher","https://www.upf.edu/web/democraciesactuals/inici"
"POMPEU FABRA UNIVERSITY","Migration Studies","Master","English","96%","Social and Legal Sciences","85","53","60","17","B2.2 ENGLISH or higher","https://www.upf.edu/web/immigrationmanagement/"
"POMPEU FABRA UNIVERSITY","Chinese Studies","Master","English","41%","Arts and Humanities","33","53","90","7","","https://www.upf.edu/web/master-en-estudis-xinesos"
"POMPEU FABRA UNIVERSITY","Teacher Training for ESO and Batxillerat","Master","English","36%","Social and Legal Sciences","20","41","60","4","B1 or higher of a forgein language","https://www.upf.edu/MASTERSECUNDARIA"
"POMPEU FABRA UNIVERSITY","Strategic Communication and Public Relations","Master","English","100%","Social and Legal Sciences","38","53","90","6","","https://www.upf.edu/web/masterpublicrelations/"
"POMPEU FABRA UNIVERSITY","Biomedical Research","Master","English","89%","Health Sciences","35","55","60","7","","https://www.upf.edu/web/masterbiomedupf/"
"POMPEU FABRA UNIVERSITY","Public Health","Master","English","13%","Health Sciences","13","53","120","5","B2.2 ENGLISH or higher","https://www.upf.edu/web/masters/salut-publica"
"POMPEU FABRA UNIVERSITY","Sound and Music Computing","Master","English","100%","Engineering and architecture","64","53","60","10","B2.2 ENGLISH or higher","https://www.upf.edu/smc/"
"POMPEU FABRA UNIVERSITY","Political Philosophy","Master","English","83%","Social and Legal Sciences","65","53","60","13","B2.2 ENGLISH or higher","https://www.upf.edu/web/filosofiapolitica/"
"POMPEU FABRA UNIVERSITY","Discourse Analysis: Communication, Society and Learning","Master","English","36%","Arts and Humanities","35","53","60","6","","https://www.upf.edu/web/masters/master-en-estudis-del-discurs-comunicacio-societat-i-aprenentatge"
"POMPEU FABRA UNIVERSITY","Brain and Cognition","Master","English","100%","Sciences","26","53","60","9","B2.2 ENGLISH or higher","https://www.upf.edu/mbc/"
"POMPEU FABRA UNIVERSITY","Mobile Communications","Master","English","60%","Engineering and architecture","40","53","60","8","B2.2 ENGLISH or higher","https://www.upf.edu/web/mwc/"
"POMPEU FABRA UNIVERSITY","Computational Biomedical Engineering","Master","English","97%","Engineering and architecture","40","53","60","8","B2.2 ENGLISH or higher","https://www.upf.edu/web/cbem/"
"POMPEU FABRA UNIVERSITY","Translation Studies","Master","English","15%","Arts and Humanities","20","55","60","4","B2.2 ENGLISH or higher","https://www.upf.edu/web/masters/master-en-estudis-de-traduccio"
"POMPEU FABRA UNIVERSITY","International Studies on Media, Power and Diversity","Master","English","100%","Social and Legal Sciences","53","53","60","7","","https://www.upf.edu/web/mediapoweranddifference/"
"POMPEU FABRA UNIVERSITY","European and Global Law","Master","English","100%","Social and Legal Sciences","68","55","60","17","B2.2 ENGLISH or higher","https://www.upf.edu/web/dret/masters"
"POMPEU FABRA UNIVERSITY","Theoretical and Applied Linguistics","Master","English","63%","Arts and Humanities","70","53","60","14","","https://www.upf.edu/web/masters/master-en-linguistica-teorica-i-aplicada"
"POMPEU FABRA UNIVERSITY","Multidisciplinary Research in Experimental Sciences","Master","English","100%","Sciences","15","55","60","3","","http://bist.eu/master/"
"POMPEU FABRA UNIVERSITY","Cognitive Systems and Interactive Media","Master","English","100%","Engineering and architecture","50","53","60","10","B2.2 ENGLISH or higher","https://www.upf.edu/csim"
"POMPEU FABRA UNIVERSITY","Interactive Intelligent Systems","Master","English","88%","Engineering and architecture","50","53","60","10","B2.2 ENGLISH or higher","https://www.upf.edu/iis/"
"POMPEU FABRA UNIVERSITY","International Buisness","Master","English","100%","Social and Legal Sciences","60","308","60","16","TOEFL CBT : > 235 , TOEFL PBT : > 575 , TOEFL IBT : > 100 , CAE : C1 , IELST : > 6,5 , * If the mother tongue is ENGLISH it is not necessary to present any of the mentioned certificates. * If the university degree with which the master is accessed has been completed entirely in ENGLISH, official evidence must be presented in writing.","http://www.barcelonaschoolofmanagement.upf.edu/en/master-of-science-in-international-business"
"POMPEU FABRA UNIVERSITY","Master of Science in Management","Master","English","100%","Social and Legal Sciences","159","308","60","37","- TOEFL (mínimo 235)
					- Proficiency Certificate de Cambridge (entre A-C)
					- El First Certificate de Cambridge (mínimo A)
					- El IELTS del British Council (mínimo 6,5)","http://www.barcelonaschoolofmanagement.upf.edu/en/master-of-science-in-management"
"POMPEU FABRA UNIVERSITY","Business Administration and Management","Master","English","6%","Social and Legal Sciences","5","317","90","5","It is advisable to have a pasive knowledge of English for the comprehension of texts and lectures that can be taught in that language. The lack of knowledge of the English language does not limit the obtaining of the present university master's degree.","http://www.barcelonaschoolofmanagement.upf.edu/es/executive-mba-emba"
"POMPEU FABRA UNIVERSITY","Corporate Finance and Banking","Master","English","100%","Social and Legal Sciences","92","308","60","22","Proficiency Certificate de Cambridge, with a result of between A and C, the First Certificate of Cambridge, with a result of A, or the IELTS of the British Council, with a minimum score of 6.5.","http://www.barcelonaschoolofmanagement.upf.edu/en/master-of-science-in-finance-and-banking"
"POMPEU FABRA UNIVERSITY","Health Economics and Pharmacoeconomics","Master","English","100%","Social and Legal Sciences","60","138","60","9","B2 ENGLISH, the First Certificate in English (FCE), the
					BEC 2, the BULATS 3, the ESOL 7-9, the Trinity Grades 7-8 or the Ascentis Esol Advanced Level.","http://www.barcelonaschoolofmanagement.upf.edu/en/online-master-in-health-economics-and-pharmaeconomics"
"POMPEU FABRA UNIVERSITY","Science in Marketing","Master","English","100%","Social and Legal Sciences","92","308","60","22","B2 ENGLISH
					TOEFL: score of 235 or higher in the Computer / Based Test: score of 575 or higher in the written exam, or 100 or higher in the Internet test. // Cambridge Proficiency Certificate: result of between A and C // Advanced: result between A and C. // First Certificate of Cambridge: result of A // IELTS of the British Council: minimum score of 6.5.","http://www.barcelonaschoolofmanagement.upf.edu/en/master-of-science-in-management"
"POMPEU FABRA UNIVERSITY","Arts in Communication Management","Master","English","100%","Social and Legal Sciences","152","242","60","36","B2 ENGLISH
					TOEFL: score of 235 or higher in the Computer / Based Test: score of 575 or higher in the written exam, or 100 or higher in the Internet test. // Cambridge Proficiency Certificate: result of between A and C // Advanced: result between A and C. // First Certificate of Cambridge: result of A // IELTS of the British Council: minimum score of 6.5.","http://www.barcelonaschoolofmanagement.upf.edu/en/master-arts-communication-management"
"POMPEU FABRA UNIVERSITY","Interdisciplinary Studies in Design and Communication","Master","English","12%","Social and Legal Sciences","5","182","60","1","","http://www.elisava.net/es/estudios/master-universitario-diseno-y-comunicacion#study-item3 "
"POMPEU FABRA UNIVERSITY","Specialized Economic Analysis","Master","English","100%","Social and Legal Sciences","60","267","60","84","TOEFL 90 or IELTS 6.5","https://www.barcelonagse.eu/study/masters-programs"
"POMPEU FABRA UNIVERSITY","Data Science","Master","English","100%","Social and Legal Sciences","60","300","60","22","TOEFL 90 or IELTS 6.5","https://www.barcelonagse.eu/study/masters-programs"
"POMPEU FABRA UNIVERSITY","Economics and Finance","Master","English","100%","Social and Legal Sciences","60","267","60","55","TOEFL 90 or IELTS 6.5","https://www.barcelonagse.eu/study/masters-programs"
"POMPEU FABRA UNIVERSITY","Chronicity and Dependence","Master","English","10%","Health Sciences","6","108","60","2","","http://www.tecnocampus.cat/es/presentacion-cronicidad"
"POMPEU FABRA UNIVERSITY","Entrepreneurship and Innovation","Master","English","20%","Social and Legal Sciences","12","108","60","1","","http://www.tecnocampus.cat/ca/presentacio-master-emprenedoria"
"POMPEU FABRA UNIVERSITY","International Relations","Master","English","100%","Social and Legal Sciences","218","183","60","51","C1 ENGLISH","https://www.ibei.org/es/asignaturas_23667"
"POMPEU FABRA UNIVERSITY","Public Policy (Mundus MAPP)","Master","English","100%","Social and Legal Sciences","216","183","120","51","C1 ENGLISH","https://www.ibei.org/es/asignaturas-en-el-ibei_41061"
"POMPEU FABRA UNIVERSITY","International Security","Master","English","100%","Social and Legal Sciences","198","183","60","48","C1 ENGLISH","https://www.ibei.org/es/asignaturas_31837"
"POMPEU FABRA UNIVERSITY","International Development","Master","English","100%","Social and Legal Sciences","194","183","60","49","C1 ENGLISH","https://www.ibei.org/es/asignaturas_29466"
"ROVIRA I VIRGIL","Quaternary Archaeology and Human Evolution Erasmus Mundus","Master","English","83%","Arts and Humanities","100","17","120","17","Minimum level B1 or equivalent","http://www.urv.cat/en/studies/master/courses/quaternary-archaeology/"
"ROVIRA I VIRGIL","Fermented Beverages","Master","English","5%","Sciences","3","46","60","1","Please check  website","http://www.urv.cat/en/studies/master/courses/fermented-beverages/"
"ROVIRA I VIRGIL","Cognitive Science and Language","Master","English","17%","Arts and Humanities","10","46","60","2","Please check  website","http://www.urv.cat/en/studies/master/courses/cognitive-science/"
"ROVIRA I VIRGIL","Strategic Communication in the Risk Society","Master","English","10%","Social and Legal Sciences","6","46","60","2","Minimum level B1 or equivalent","http://www.urv.cat/en/studies/master/courses/strategic-communication/"
"ROVIRA I VIRGIL","Teaching Languages: Spanish as a Foreign Language","Master","English","10%","Arts and Humanities","6","46","60","2","Minimum level C1 or equivalent","http://www.urv.cat/en/studies/master/courses/teaching-spanish/"
"ROVIRA I VIRGIL","Teaching and Learning English as a Foreign/Second Language","Master","English","100%","Arts and Humanities","75","46","60","15","Minimum level C1 or equivalent","http://www.urv.cat/en/studies/master/courses/teaching-english/"
"ROVIRA I VIRGIL","Ageing and Health","Master","English","78%","Health Sciences","47","46","60","11","Please check  website","http://www.urv.cat/en/studies/master/courses/ageing-health/"
"ROVIRA I VIRGIL","Management of Tourism Destinations","Master","English","85%","Social and Legal Sciences","51","46","60","15","Minimum level B2 or equivalent","http://www.urv.cat/en/studies/master/courses/tourist-destinations/"
"ROVIRA I VIRGIL","Technology and Engineering Management","Master","English","100%","Social and Legal Sciences","66","46","60","18","Minimum level B2 or equivalent","http://www.urv.cat/en/studies/master/courses/technology-companies/"
"ROVIRA I VIRGIL","Computer Security Engineering and Artificial Intelligence","Master","English","100%","Arquitecture and Engineering","69","41","60","17","Minimum level B1 or equivalent","http://www.urv.cat/en/studies/master/courses/computer-security-engineering/"
"ROVIRA I VIRGIL","Environmental Engineering and Sustainable Energy","Master","English","100%","Arquitecture and Engineering","121.5","46","90","25","Minimum level B2 or equivalent","http://www.urv.cat/en/studies/master/courses/environmental-engineering/"
"ROVIRA I VIRGIL","Computational Engineering and Mathematics","Master","English","100%","Arquitecture and Engineering","110","46","60","19","Please check  website","http://www.urv.cat/en/studies/master/courses/computational-engineering/"
"ROVIRA I VIRGIL","Industrial Engineering","Master","English","77%","Arquitecture and Engineering","92","41","120","18","Please check  website","http://www.urv.cat/en/studies/master/courses/industrial-engineering/"
"ROVIRA I VIRGIL","Chemical Engineering","Master","English","100%","Arquitecture and Engineering","90","41","90","16","Minimum level B2 or equivalent","http://www.urv.cat/en/studies/master/courses/chemical-engineering/"
"ROVIRA I VIRGIL","Wine Tourism Innovation (WINTOUR) Erasmus Mundus","Master","English","100%","Sciences","156","46","120","17","Minimum level B2 or equivalent","http://www.urv.cat/es/estudios/masteres/oferta/enoturismo/"
"ROVIRA I VIRGIL","Inter-university Master's Degree in Artificial Intelligence","Master","English","100%","Arquitecture and Engineering","69","46","90","12","Please check  website","http://www.urv.cat/en/studies/master/courses/artificial-intelligence/"
"ROVIRA I VIRGIL","International Markets","Master","English","100%","Social and Legal Sciences","111","46","60","30","Minimum level B2 or equivalent","http://www.urv.cat/en/studies/master/courses/international-markets/"
"ROVIRA I VIRGIL","Nanoscience, Materials and Processes: Chemical Technology at the Frontier","Master","English","100%","Arquitecture and Engineering","112.5","46","60","21","Minimum level B1 or equivalent","http://www.urv.cat/en/studies/master/courses/nanoscience/"
"ROVIRA I VIRGIL","Nutrition and Metabolism","Master","English","30%","Health Sciences","18","46","60","6","Please check  website","http://www.urv.cat/en/studies/master/courses/nutrition-metabolism/"
"ROVIRA I VIRGIL","Synthesis, Catalysis and Molecular Design","Master","English","100%","Sciences","87","46","60","14","Minimum level B1 or equivalent","http://www.urv.cat/en/studies/master/courses/synthesis-catalysis/"
"ROVIRA I VIRGIL","Applied Chromatographic Techniques","Master","English","100%","Sciences","64","46","60","9","Minimum level B1 or equivalent","http://www.urv.cat/en/studies/master/courses/chromatographic-techniques/"
"ROVIRA I VIRGIL","Professional English-Spanish Translation","Master","English","95%","Arts and Humanities","57","46","60","11","Minimum level C1 or equivalent","http://www.urv.cat/en/studies/master/courses/translation-english-spanish/"
"Carlos III de Madrid","Master in Economics","Master","English","100%","ECONOMICS AND POLITICAL SCIENCE","60","195","60","100%","Total command of Writing and Speaking in English - Cambridge Proficiency Certificate (level A to C), Cambridge Advance Certificate, First Certificate (level A), TOEFL (minimum 80 points), International English Language Testing System  British Council ( level 6,5). Those students whose mothertongue is English or have a certificate from their University which working language is English are exent to show any of certificates.","https://www.uc3m.es/ss/Satellite/Postgrado/en/Detalle/Estudio_C/1371209143001/1371219633369/Master_in_Economics"
"Carlos III de Madrid","Master in Social Sciences","Master","English","100%","ECONOMICS AND POLITICAL SCIENCE","120","84","120","100%","Total command of Writing and Speaking in English - Cambridge Proficiency Certificate (level A to C), Cambridge Advance Certificate, First Certificate (level A), TOEFL (minimum 80 points), International English Language Testing System  British Council ( level 6,5). Those students whose mothertongue is English or have a certificate from their University which working language is English are exent to show any of certificates.","https://www.uc3m.es/ss/Satellite/Postgrado/en/Detalle/Estudio_C/1371215885978/1371219633369/Master_in_Social_Sciences"
"Carlos III de Madrid","Master in Economics Analysis","Master","English","100%","ECONOMICS AND POLITICAL SCIENCE","120","84","120","100%","Total command of Writing and Speaking in English - Cambridge Proficiency Certificate (level A to C), Cambridge Advance Certificate, First Certificate (level A), TOEFL (minimum 80 points), International English Language Testing System  British Council ( level 6,5). Those students whose mothertongue is English or have a certificate from their University which working language is English are exent to show any of certificates.","https://www.uc3m.es/ss/Satellite/Postgrado/en/Detalle/Estudio_C/1371209266256/1371219633369/Master_in_Economic_Analysis"
"Carlos III de Madrid","Master in Industrial Economics and Markets","Master","English","100%","ECONOMICS AND POLITICAL SCIENCE","120","195","120","100%","Total command of Writing and Speaking in English - Cambridge Proficiency Certificate (level A to C), Cambridge Advance Certificate, First Certificate (level A), TOEFL (minimum 80 points), International English Language Testing System  British Council ( level 6,5). Those students whose mothertongue is English or have a certificate from their University which working language is English are exent to show any of certificates.","https://www.uc3m.es/ss/Satellite/Postgrado/en/Detalle/Estudio_C/1371209170766/1371219633369/Master_in_Industrial_Economics_and_Markets"
"Carlos III de Madrid","Master in Economics Development and Growth","Master","English","100%","ECONOMICS AND POLITICAL SCIENCE","60","195","60","100%","Total command of Writing and Speaking in English - Cambridge Proficiency Certificate (level A to C), Cambridge Advance Certificate, First Certificate (level A), TOEFL (minimum 80 points), International English Language Testing System  British Council ( level 6,5). Those students whose mothertongue is English or have a certificate from their University which working language is English are exent to show any of certificates.","https://www.uc3m.es/ss/Satellite/Postgrado/en/Detalle/Estudio_C/1371209273460/1371219633369/Master_in_Economic_Development_and_Growth_MEDEG"
"Carlos III de Madrid","Master in Business and Finance","Master","English","100%","BUSINESS","120","84","120","100%","Total command of Writing and Speaking in English - Cambridge Proficiency Certificate (level A to C), Cambridge Advance Certificate, First Certificate (level A), TOEFL (minimum 80 points), International English Language Testing System  British Council ( level 6,5). Those students whose mothertongue is English or have a certificate from their University which working language is English are exent to show any of certificates.","https://www.uc3m.es/ss/Satellite/Postgrado/en/Detalle/Estudio_C/1438609236712/1371219633369/Master_in_Business_and_Finance"
"Carlos III de Madrid","Master in Finance","Master","English","100%","BUSINESS","60","225","60","100%","Total command of Writing and Speaking in English - Cambridge Proficiency Certificate (level A to C), Cambridge Advance Certificate, First Certificate (level A), TOEFL (minimum 80 points), International English Language Testing System  British Council ( level 6,5). Those students whose mothertongue is English or have a certificate from their University which working language is English are exent to show any of certificates.","https://www.uc3m.es/ss/Satellite/Postgrado/en/Detalle/Estudio_C/1371209252593/1371219633369/Master_in_Finance"
"Carlos III de Madrid","Master in Human Resources Management","Master","English","100%","BUSINESS","60","225","60","100%","Total command of Writing and Speaking in English - Cambridge Proficiency Certificate (level A to C), Cambridge Advance Certificate, First Certificate (level A), TOEFL (minimum 80 points), International English Language Testing System  British Council ( level 6,5). Those students whose mothertongue is English or have a certificate from their University which working language is English are exent to show any of certificates.","https://www.uc3m.es/ss/Satellite/Postgrado/en/Detalle/Estudio_C/1371208953085/1371219633369/Master_in_Human_Resources_Management"
"Carlos III de Madrid","Master in Management","Master","English","100%","BUSINESS","60","225","60","100%","Total command of Writing and Speaking in English - Cambridge Proficiency Certificate (level A to C), Cambridge Advance Certificate, First Certificate (level A), TOEFL (minimum 80 points), International English Language Testing System  British Council ( level 6,5). Those students whose mothertongue is English or have a certificate from their University which working language is English are exent to show any of certificates.","https://www.uc3m.es/ss/Satellite/Postgrado/en/Detalle/Estudio_C/1371209279098/1371219633369/Master_in_Management"
"Carlos III de Madrid","Master in Marketing","Master","English","100%","BUSINESS","60","225","60","100%","Total command of Writing and Speaking in English - Cambridge Proficiency Certificate (level A to C), Cambridge Advance Certificate, First Certificate (level A), TOEFL (minimum 80 points), International English Language Testing System  British Council ( level 6,5). Those students whose mothertongue is English or have a certificate from their University which working language is English are exent to show any of certificates.","https://www.uc3m.es/ss/Satellite/Postgrado/en/Detalle/Estudio_C/1371209085679/1371219633369/Master_in_Marketing"
"Carlos III de Madrid","Master in Business Administartion","Master","English","100%","BUSINESS","60","330","60","100%","Total command of Writing and Speaking in English - Cambridge Proficiency Certificate (level A to C), Cambridge Advance Certificate, First Certificate (level A), TOEFL (minimum 80 points), International English Language Testing System  British Council ( level 6,5). Those students whose mothertongue is English or have a certificate from their University which working language is English are exent to show any of certificates.","https://www.uc3m.es/ss/Satellite/Postgrado/en/Detalle/Estudio_C/1371209100160/1371219633369/Master_in_Business_Administration_-_MBA"
"Carlos III de Madrid","UC3M Expert of Economics of Regulated Markets","Master","English","100%","CONTINUING EDUCATION","24","5000 per year","24","100%","Total command of Writing and Speaking in English - Cambridge Proficiency Certificate (level A to C), Cambridge Advance Certificate, First Certificate (level A), TOEFL (minimum 80 points), International English Language Testing System  British Council ( level 6,5). Those students whose mothertongue is English or have a certificate from their University which working language is English are exent to show any of certificates.","https://www.uc3m.es/ss/Satellite/Postgrado/en/Detalle/Estudio_C/1371209656042/1371219633369/UC3M_Expert_Degree_in_Economics_Regulated_Markets "
"Carlos III de Madrid","UC3M Specialist of Economics of Regulated Markets","Master","English","100%","CONTINUING EDUCATION","20","5000  per year","20","100%","Total command of Writing and Speaking in English - Cambridge Proficiency Certificate (level A to C), Cambridge Advance Certificate, First Certificate (level A), TOEFL (minimum 80 points), International English Language Testing System  British Council ( level 6,5). Those students whose mothertongue is English or have a certificate from their University which working language is English are exent to show any of certificates.","https://www.uc3m.es/ss/Satellite/Postgrado/en/Detalle/Estudio_C/1371231777277/1371219633369/UC3M_Specialist_in_Economics_of_Regulated_Markets "
"Carlos III de Madrid","Master in Aeronautical Engineering","Master","English","100%","ENGINEERING AND BASIC SCIENCES","90","155","90","100%","Total command of Writing and Speaking in English - Cambridge Proficiency Certificate (level A to C), Cambridge Advance Certificate, First Certificate (level A), TOEFL (minimum 80 points), International English Language Testing System  British Council ( level 6,5). Those students whose mothertongue is English or have a certificate from their University which working language is English are exent to show any of certificates.","https://www.uc3m.es/ss/Satellite/Postgrado/en/Detalle/Estudio_C/1371209075492/1371219633369/Master_in_Aeronautical_Engineering"
"Carlos III de Madrid","Master in Big Data Analytics","Master","English","100%","ENGINEERING AND BASIC SCIENCES","60","120","60","100%","Total command of Writing and Speaking in English - Cambridge Proficiency Certificate (level A to C), Cambridge Advance Certificate, First Certificate (level A), TOEFL (minimum 80 points), International English Language Testing System  British Council ( level 6,5). Those students whose mothertongue is English or have a certificate from their University which working language is English are exent to show any of certificates.","https://www.uc3m.es/ss/Satellite/Postgrado/en/Detalle/Estudio_C/1371210340413/1371219633369/Master_in_Big_Data_Analytics"
"Carlos III de Madrid","UC3M Interuniveristy  Master in Photonics Engineering","Master","English","100%","ENGINEERING AND BASIC SCIENCES","60","84","60","100%","Total command of Writing and Speaking in English - Cambridge Proficiency Certificate (level A to C), Cambridge Advance Certificate, First Certificate (level A), TOEFL (minimum 80 points), International English Language Testing System  British Council ( level 6,5). Those students whose mothertongue is English or have a certificate from their University which working language is English are exent to show any of certificates.","https://www.uc3m.es/ss/Satellite/Postgrado/en/Detalle/Estudio_C/1371224747057/1371219633369/UC3M_-_Interuniversity_Master_in_Photonics_Engineering "
"Carlos III de Madrid","Master in NFV and SDN for 5G networks","Master","English","100%","ENGINEERING AND BASIC SCIENCES","60","3.850 per year","60","100%","Total command of Writing and Speaking in English - Cambridge Proficiency Certificate (level A to C), Cambridge Advance Certificate, First Certificate (level A), TOEFL (minimum 80 points), International English Language Testing System  British Council ( level 6,5). Those students whose mothertongue is English or have a certificate from their University which working language is English are exent to show any of certificates.","https://www.uc3m.es/ss/Satellite/Postgrado/en/Detalle/Estudio_C/1371232764892/1371219633369/Master_in_NFV_and_SDN_for_5G_networks"
