"Title","Subject","Degree","Institution","ECTS","Program_Link","Language"
"Jazz/Pop Musician/Music Teacher (Aarhus)","Music and performing arts","Master (2 years) of Music (MMus)","The Royal Academy of Music - Aarhus/Aalborg",120,"https://studyindenmark.dk/portal/the-royal-academy-of-music-aarhus-aalborg/aarhus-departement/jazz-pop-musician-music-teacher-aarhus?filters=","English"
"Jewellery, Technology and Business","Architecture, design and visual arts","Bachelor of Jewellery, Technology and Business","KEA - Copenhagen School of Design and Technology",210,"https://studyindenmark.dk/portal/kea-copenhagen-school-of-design-and-technology/guldbergsgade/jewellery-technology-and-business?filters=","English"
"Journalism, Media and Globalisation (Erasmus Mundus)","Humanities, social sciences, communication and arts
                Interdisciplinary Studies","Master (2 years) of Journalism, Media and Globalisation","Aarhus University (AU)",120,"https://studyindenmark.dk/portal/aarhus-university-au/aarhus/journalism-media-and-globalisation-erasmus-mundus?filters=","English"
"Journalism, Multimedia and World Politics","Economics, commerce, management and accounting
                Humanities, social sciences, communication and arts","Short-term programme of Journalism, Multimedia and World Politics","Danish School of Media and Journalism (DMJX)",30,"https://studyindenmark.dk/portal/danish-school-of-media-and-journalism-dmjx/campus-aarhus/journalism-multimedia-and-world-politics?filters=","English"
"Landscape Architecture","Agriculture and environment
                Mathematics, natural- and computer science","Master (2 years) of Science in Landscape Architecture","University of Copenhagen (UCPH)",120,"https://studyindenmark.dk/portal/university-of-copenhagen-ucph/frederiksberg-campus/landscape-architecture?filters=","English"
"Lighting Design, MSc","Architecture, design and visual arts
                Engineering
                Interdisciplinary Studies","Master (2 years) of Science in Lighting Design","Aalborg University (AAU)",120,"https://studyindenmark.dk/portal/aalborg-university-aau/copenhagen/lighting-design-msc?filters=","English"
"Linguistics","Humanities, social sciences, communication and arts
                Interdisciplinary Studies
                Mathematics, natural- and computer science","Master (2 years) of Linguistics","Aarhus University (AU)",120,"https://studyindenmark.dk/portal/aarhus-university-au/aarhus/linguistics?filters=","English"
"Management 1:1 DTU-TUM","Engineering","Master (2 years) of Science in Engineering Management","Technical University of Denmark (DTU)",120,"https://studyindenmark.dk/portal/technical-university-of-denmark-dtu/dtu-lyngby-campus-10/management-1-1-dtu-tum?filters=","English"
"Management Accounting","Economics, commerce, management and accounting","Master (2 years) of Economics and Business Administration - Management Accounting","University of Southern Denmark (SDU)",120,"https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/odense/management-accounting?filters=","English"
"Management Engineering","Economics, commerce, management and accounting
                Engineering","Master (2 years) of","Aalborg University (AAU)",120,"https://studyindenmark.dk/portal/aalborg-university-aau/aalborg/management-engineering?filters=","English"
"Management of Innovation and Business Development (MSc)","Architecture, design and visual arts
                Economics, commerce, management and accounting","Master (2 years) of Science in Economics and Business Administration","Copenhagen Business School (CBS)",120,"https://studyindenmark.dk/portal/copenhagen-business-school-cbs/frederiksberg-campus/management-of-innovation-and-business-development?filters=","English"
"Manufacturing Technology, Specialisation of Mechanical Engineering","Engineering","Master (2 years) of Science (MSc) in Engineering (Mechanical Engineering with specialisation in Manufacturing Technology)","Aalborg University (AAU)",120,"https://studyindenmark.dk/portal/aalborg-university-aau/aalborg/manufacturing-technology-specialisation-of?filters=","English"
"Market and Management Anthropology","Economics, commerce, management and accounting
                Humanities, social sciences, communication and arts","Bachelor of Market and Management Anthropology","University of Southern Denmark (SDU)",180,"https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/odense/market-and-management-anthropology?filters=","English"
"Marketing and Sales, Specialisation of Economics and Business Administration","Economics, commerce, management and accounting","Master (2 years) of Science (MSc) in Economics and Business Administration (Marketing)","Aalborg University (AAU)",120,"https://studyindenmark.dk/portal/aalborg-university-aau/aalborg/marketing-and-sales-specialisation-of-economics?filters=","English"
"Marketing Management (exchange programme)","Economics, commerce, management and accounting
                Humanities, social sciences, communication and arts","Short-term programme of Marketing Management","University College of Northern Denmark (UCN)",NA,"https://studyindenmark.dk/portal/university-college-of-northern-denmark-ucn/ucn-business/marketing-management-exchange-programme?filters=","English"
"Marketing Management (not available in English from September 2022)","Economics, commerce, management and accounting","Academy Profession Degree of Marketing Management","International Business Academy (IBA)",120,"https://studyindenmark.dk/portal/international-business-academy-iba/ea-kolding-iba/marketing-management-not-available-in-english-from?filters=","English"
"Marketing Social Media, and Digitalization","Economics, commerce, management and accounting","Master (2 years) of Economics and Business Administration - Marketing and Innovation","University of Southern Denmark (SDU)",120,"https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/esbjerg/marketing-social-media-and-digitalization?filters=","English"
"Master of Economics and Business Administration – Sustainability Management","Economics, commerce, management and accounting","Master (2 years) of Sustainability Management","University of Southern Denmark (SDU)",120,"https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/esbjerg/master-of-economics-and-business-administration?filters=","English"
"Materials and Manufacturing Engineering","Engineering","Master (2 years) of Science in Materials and Manufacturing Engineering","Technical University of Denmark (DTU)",120,"https://studyindenmark.dk/portal/technical-university-of-denmark-dtu/dtu-lyngby-campus-10/materials-and-manufacturing-engineering?filters=","English"
"Materials Technology, Specialisation of Materials and Nanotechnology","Engineering","Master (2 years) of Science (MSc) in Engineering (Materials and Nanotechnology with specialisation in Materials Technology)","Aalborg University (AAU)",120,"https://studyindenmark.dk/portal/aalborg-university-aau/aalborg/materials-technology-specialisation-of-materials?filters=","English"
"Mathematical Bioscience","Interdisciplinary Studies
                Mathematics, natural- and computer science","Master (2 years) of mathematics, natural science,","Roskilde University (RUC)",NA,"https://studyindenmark.dk/portal/roskilde-university-ruc/roskilde/mathematical-bioscience?filters=","English"
"Mathematical Modelling and Computation 1:1 DTU-KAIST Double Degree","Engineering
                Mathematics, natural- and computer science","Master (2 years) of Science in Mathematical Modelling and Computation","Technical University of Denmark (DTU)",120,"https://studyindenmark.dk/portal/technical-university-of-denmark-dtu/dtu-lyngby-campus-10/mathematical-modelling-and-computation-1-1-dtu?filters=","English"
"Mathematical Modelling and Computation","Engineering
                Mathematics, natural- and computer science","Master (2 years) of Science in Mathematical Modelling and Computation","Technical University of Denmark (DTU)",120,"https://studyindenmark.dk/portal/technical-university-of-denmark-dtu/dtu-lyngby-campus-10/mathematical-modelling-and-computation?filters=","English"
"Mathematics","Interdisciplinary Studies
                Mathematics, natural- and computer science","Master (2 years) of Mathematics","Aarhus University (AU)",120,"https://studyindenmark.dk/portal/aarhus-university-au/aarhus/mathematics?filters=","English"
"Mathematics","Mathematics, natural- and computer science","Master (2 years) of Science","University of Southern Denmark (SDU)",120,"https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/odense/mathematics?filters=","English"
"Mathematics","Mathematics, natural- and computer science","Master (2 years) of Science in Mathematics","University of Copenhagen (UCPH)",120,"https://studyindenmark.dk/portal/university-of-copenhagen-ucph/north-campus/mathematics?filters=","English"
"Mathematics - Economics","Economics, commerce, management and accounting
                Mathematics, natural- and computer science","Master (2 years) of Mathematics - Economics","Aarhus University (AU)",120,"https://studyindenmark.dk/portal/aarhus-university-au/aarhus/mathematics-economics?filters=","English"
"Mathematics - Economics","Mathematics, natural- and computer science","Master (2 years) of Science in Mathematics - Economics","University of Copenhagen (UCPH)",120,"https://studyindenmark.dk/portal/university-of-copenhagen-ucph/north-campus/mathematics-economics?filters=","English"
"MBA in General Management","Economics, commerce, management and accounting","Master (1 year) of Business Management (General Management)","International Business Academy (IBA)",90,"https://studyindenmark.dk/portal/international-business-academy-iba/ea-kolding-iba/mba-in-general-management?filters=","English"
"Mechanical Engineering","Engineering","Master (2 years) of Science in Engineering Design and Applied Mechanics","Technical University of Denmark (DTU)",120,"https://studyindenmark.dk/portal/technical-university-of-denmark-dtu/dtu-lyngby-campus-10/mechanical-engineering?filters=","English"
"Mechanical Engineering","Engineering","Master (2 years) of Science in Mechanical Engineering","Aarhus University (AU)",120,"https://studyindenmark.dk/portal/aarhus-university-au/aarhus/mechanical-engineering?filters=","English"
"Mechanical Engineering (BEng)","Engineering","Bachelor of Engineering","University of Southern Denmark (SDU)",210,"https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/sonderborg/mechanical-engineering-beng?filters=","English"
"Mechanical Engineering (BSc)","Engineering","Bachelor of Science in Engineering","University of Southern Denmark (SDU)",180,"https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/sonderborg/mechanical-engineering-bsc?filters=","English"
"Mechanical Engineering (MSc)","Engineering","Master (2 years) of Science in Engineering","University of Southern Denmark (SDU)",120,"https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/sonderborg/mechanical-engineering-msc?filters=","English"
"Mechanical Engineering 1:1 DTU-KAIST Double Degree","Engineering","Master (2 years) of Science in Engineering Design and Applied Mechanics","Technical University of Denmark (DTU)",120,"https://studyindenmark.dk/portal/technical-university-of-denmark-dtu/dtu-lyngby-campus-10/mechanical-engineering-1-1-dtu-kaist-double-degree?filters=","English"
"Mechatronic Control Engineering, Specialisation of Energy Engineering","Engineering","Master (2 years) of Science (MSc) in Engineering (Energy Engineering with specialisation in Mechatronic Control Engineering)","Aalborg University (AAU)",120,"https://studyindenmark.dk/portal/aalborg-university-aau/aalborg/mechatronic-control-engineering-specialisation-of?filters=","English"
"Mechatronics (BEng)","Engineering","Bachelor of Engineering","University of Southern Denmark (SDU)",210,"https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/sonderborg/mechatronics-beng?filters=","English"
"Mechatronics (BSc)","Engineering","Bachelor of Science in Engineering","University of Southern Denmark (SDU)",180,"https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/sonderborg/mechatronics-bsc?filters=","English"
"Mechatronics Engineering (MSc)","Engineering","Master (2 years) of Science in Engineering)","University of Southern Denmark (SDU)",120,"https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/sonderborg/mechatronics-engineering-msc?filters=","English"
"Media and Communication","Humanities, social sciences, communication and arts
                Interdisciplinary Studies","Master (2 years) of media, communication,","Roskilde University (RUC)",NA,"https://studyindenmark.dk/portal/roskilde-university-ruc/roskilde/media-and-communication?filters=","English"
"Media Production and Management","Economics, commerce, management and accounting
                Humanities, social sciences, communication and arts","Short-term programme of Media Production and Management","Danish School of Media and Journalism (DMJX)",30,"https://studyindenmark.dk/portal/danish-school-of-media-and-journalism-dmjx/campus-copenhagen/media-production-and-management?filters=","English"
"Medialogy, MSc","Mathematics, natural- and computer science","Master (2 years) of Science in Medialogy","Aalborg University (AAU)",120,"https://studyindenmark.dk/portal/aalborg-university-aau/aalborg-copenhagen/medialogy-msc?filters=","English"
"Medical Biotechnology, Specialisation of Biotechnology","Engineering
                Health care, social services, and care services
                Mathematics, natural- and computer science","Master (2 years) of Science (MSc) in Engineering (Biotechnology with specialisation in Medical Biotechnology)","Aalborg University (AAU)",120,"https://studyindenmark.dk/portal/aalborg-university-aau/aalborg/medical-biotechnology-specialisation-of?filters=","English"
"Medical Devices and Imaging","Engineering","Summer School of Engineering","University of Southern Denmark (SDU)",5,"https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/sonderborg/medical-devices-and-imaging?filters=","English"
"Medicinal Chemistry","Health care, social services, and care services
                Mathematics, natural- and computer science","Master (2 years) of Science in Medicinal Chemistry","University of Copenhagen (UCPH)",120,"https://studyindenmark.dk/portal/university-of-copenhagen-ucph/north-campus/medicinal-chemistry?filters=","English"
"Medicinal Chemistry","Health care, social services, and care services
                Mathematics, natural- and computer science","Master (2 years) of Science in Medicinal Chemistry","Aarhus University (AU)",120,"https://studyindenmark.dk/portal/aarhus-university-au/aarhus/medicinal-chemistry?filters=","English"
"Medicinal Chemistry","Health care, social services, and care services
                Mathematics, natural- and computer science","Master (2 years) of Science","University of Southern Denmark (SDU)",120,"https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/odense/medicinal-chemistry?filters=","English"
"Medicine with Industrial Specialisation, MSc","Engineering
                Health care, social services, and care services","Master (2 years) of Science in Medicine with Industrial Specialisation","Aalborg University (AAU)",120,"https://studyindenmark.dk/portal/aalborg-university-aau/aalborg/medicine-with-industrial-specialisation-msc?filters=","English"
"Midwifery (exchange programme)","Health care, social services, and care services","Short-term programme of Health Studies","University College of Northern Denmark (UCN)",NA,"https://studyindenmark.dk/portal/university-college-of-northern-denmark-ucn/sundhedsuddannelserne/midwifery-exchange-programme?filters=","English"
"Molecular Biology","Mathematics, natural- and computer science","Master (2 years) of Molecular Biology","Aarhus University (AU)",120,"https://studyindenmark.dk/portal/aarhus-university-au/aarhus/molecular-biology?filters=","English"
"Molecular Biomedicine","Mathematics, natural- and computer science","Master (2 years) of Science in Molecular Biomedicine","University of Copenhagen (UCPH)",120,"https://studyindenmark.dk/portal/university-of-copenhagen-ucph/north-campus/molecular-biomedicine?filters=","English"
"Molecular Nutrition and Food Technology","Agriculture and environment
                Humanities, social sciences, communication and arts
                Mathematics, natural- and computer science","Master (2 years) of Molecular Nutrition and Food Technology","Aarhus University (AU)",120,"https://studyindenmark.dk/portal/aarhus-university-au/aarhus/molecular-nutrition-and-food-technology?filters=","English"
"MSc in Business and Organisational Psychology","Economics, commerce, management and accounting
                Health care, social services, and care services","Master (1 year) of International Business","International Business Academy (IBA)",90,"https://studyindenmark.dk/portal/international-business-academy-iba/ea-kolding-iba/msc-in-business-and-organisational-psychology?filters=","English"
"MSc in International Business","Economics, commerce, management and accounting","Master (1 year) of International Business","International Business Academy (IBA)",90,"https://studyindenmark.dk/portal/international-business-academy-iba/ea-kolding-iba/msc-in-international-business?filters=","English"
"Multimedia Design","Humanities, social sciences, communication and arts","Academy Profession Degree of Multimedia Design","Business Academy Aarhus",120,"https://studyindenmark.dk/portal/business-academy-aarhus/sonderhoj-7g/multimedia-design?filters=","English"
"Multimedia Design","Architecture, design and visual arts
                Humanities, social sciences, communication and arts
                Mathematics, natural- and computer science","Academy Profession Degree of Multimedia Design","KEA - Copenhagen School of Design and Technology",120,"https://studyindenmark.dk/portal/kea-copenhagen-school-of-design-and-technology/guldbergsgade/multimedia-design?filters=","English"
"Multimedia Design (Esbjerg)","Architecture, design and visual arts","Academy Profession Degree of Multimedia Design","Business Academy SouthWest",120,"https://studyindenmark.dk/portal/business-academy-southwest/esbjerg/multimedia-design-esbjerg?filters=","English"
"Multimedia Design (not available in English from September 2022)","Architecture, design and visual arts
                Mathematics, natural- and computer science","Academy Profession Degree of Multimedia Design","International Business Academy (IBA)",120,"https://studyindenmark.dk/portal/international-business-academy-iba/ea-kolding-iba/multimedia-design-not-available-in-english-from?filters=","English"
"Music Teaching","Music and performing arts","Bachelor of Music","The Royal Danish Academy of Music",180,"https://studyindenmark.dk/portal/the-royal-danish-academy-of-music/study-programmes-within-music-and-music-pedagogy/music-teaching?filters=","English"
"Musician and pedagogical developer","Music and performing arts","Master (2 years) of","Danish National Academy of Music",120,"https://studyindenmark.dk/portal/danish-national-academy-of-music/esbjerg/musician-and-pedagogical-developer-33772?filters=","English"
"Musician and pedagogical developer","Music and performing arts","Bachelor of","Danish National Academy of Music",180,"https://studyindenmark.dk/portal/danish-national-academy-of-music/esbjerg/musician-and-pedagogical-developer?filters=","English"
"Nanobiotechnology, MSc in Engineering","Engineering
                Health care, social services, and care services
                Mathematics, natural- and computer science","Master (2 years) of Science in Engineering (Nanobiotechnology)","Aalborg University (AAU)",120,"https://studyindenmark.dk/portal/aalborg-university-aau/aalborg/nanobiotechnology-msc-in-engineering?filters=","English"
"Nanomaterials and Nanophysics, Specialisation of Materials and Nanotechnology","Engineering
                Health care, social services, and care services
                Mathematics, natural- and computer science","Master (2 years) of Science (MSc) in Engineering (Materials and Nanotechnology with specialisation in Nanomaterials and Nanophysics)","Aalborg University (AAU)",120,"https://studyindenmark.dk/portal/aalborg-university-aau/aalborg/nanomaterials-and-nanophysics-specialisation-of?filters=","English"
"Nanoscience","Mathematics, natural- and computer science","Master (2 years) of Nanoscience","Aarhus University (AU)",120,"https://studyindenmark.dk/portal/aarhus-university-au/aarhus/nanoscience?filters=","English"
"Nanoscience","Mathematics, natural- and computer science","Master (2 years) of Science in Nanoscience","University of Copenhagen (UCPH)",120,"https://studyindenmark.dk/portal/university-of-copenhagen-ucph/north-campus/nanoscience?filters=","English"
"Nanoscience and Technology","Mathematics, natural- and computer science","Master (2 years) of Science in Nanoscience and Technology","University of Copenhagen (UCPH)",120,"https://studyindenmark.dk/portal/university-of-copenhagen-ucph/sino-danish-center-beijing-china/nanoscience-and-technology?filters=","English"
"Narrative Medicine","Humanities, social sciences, communication and arts","Summer School of Health and Humanities","University of Southern Denmark (SDU)",5,"https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/odense/narrative-medicine?filters=","English"
"Nature Management","Agriculture and environment","Master (2 years) of Science in Nature Management","University of Copenhagen (UCPH)",120,"https://studyindenmark.dk/portal/university-of-copenhagen-ucph/frederiksberg-campus/nature-management?filters=","English"
"Neuroscience","Health care, social services, and care services
                Interdisciplinary Studies
                Mathematics, natural- and computer science","Master (2 years) of Science in Neuroscience","University of Copenhagen (UCPH)",120,"https://studyindenmark.dk/portal/university-of-copenhagen-ucph/north-campus/neuroscience?filters=","English"
"Nordic Master in Aquatic Food Production","Engineering","Master (2 years) of Science Aquatic Food Production","Technical University of Denmark (DTU)",120,"https://studyindenmark.dk/portal/technical-university-of-denmark-dtu/dtu-lyngby-campus-10/nordic-master-in-aquatic-food-production?filters=","English"
"Nordic Master in Cold Climate Engineering (N5T)","Engineering","Master (2 years) of Science in Cold Climate Engineering","Technical University of Denmark (DTU)",120,"https://studyindenmark.dk/portal/technical-university-of-denmark-dtu/dtu-lyngby-campus-10/nordic-master-in-cold-climate-engineering-n5t?filters=","English"
"Nordic Master in Environmental Engineering (N5T)","Engineering","Master (2 years) of Science in Environmental Engineering","Technical University of Denmark (DTU)",120,"https://studyindenmark.dk/portal/technical-university-of-denmark-dtu/dtu-lyngby-campus-10/nordic-master-in-environmental-engineering-n5t?filters=","English"
"Nordic Master in Folk Music","Music and performing arts","Master (2 years) of Nordic Master","Danish National Academy of Music",120,"https://studyindenmark.dk/portal/danish-national-academy-of-music/esbjerg/nordic-master-in-folk-music?filters=","English"
"Nordic Master in Innovative Sustainable Energy Engineering (N5T)","Engineering","Master (2 years) of Science in Sustainable Energy Engineering","Technical University of Denmark (DTU)",120,"https://studyindenmark.dk/portal/technical-university-of-denmark-dtu/dtu-lyngby-campus-10/nordic-master-in-innovative-sustainable-energy?filters=","English"
"Nordic Master in Jazz (NOMAZZ)","Music and performing arts","Master (2 years) of Nordic Master in Jazz (NOMAZZ)","The Royal Academy of Music - Aarhus/Aalborg",120,"https://studyindenmark.dk/portal/the-royal-academy-of-music-aarhus-aalborg/aarhus-departement/nordic-master-in-jazz-nomazz?filters=","English"
"Nordic Master in Maritime Engineering (N5T)","Engineering","Master (2 years) of Science in Maritime Engineering","Technical University of Denmark (DTU)",120,"https://studyindenmark.dk/portal/technical-university-of-denmark-dtu/dtu-lyngby-campus-10/nordic-master-in-maritime-engineering-n5t?filters=","English"
"Nordic Master in Polymer Technology (N5T)","Engineering","Master (2 years) of Science in Polymer Technology","Technical University of Denmark (DTU)",120,"https://studyindenmark.dk/portal/technical-university-of-denmark-dtu/dtu-lyngby-campus-10/nordic-master-in-polymer-technology-n5t?filters=","English"
"Nordic Urban Planning Studies","Humanities, social sciences, communication and arts
                Interdisciplinary Studies","Master (2 years) of urban planning","Roskilde University (RUC)",NA,"https://studyindenmark.dk/portal/roskilde-university-ruc/roskilde/nordic-urban-planning-studies?filters=","English"
"Nursing","Health care, social services, and care services","Short-term programme of Nursing, Copenhagen","University College Copenhagen",NA,"https://studyindenmark.dk/portal/university-college-copenhagen/campus-norrebro-or-campus-north-zealand/nursing?filters=","English"
"Nursing (exchange programme)","Health care, social services, and care services","Short-term programme of Health Studies","University College of Northern Denmark (UCN)",NA,"https://studyindenmark.dk/portal/university-college-of-northern-denmark-ucn/sundhedsuddannelserne/nursing-exchange-programme?filters=","English"
"Occupational Therapy (exchange programme)","Health care, social services, and care services","Short-term programme of Health Studies","University College of Northern Denmark (UCN)",NA,"https://studyindenmark.dk/portal/university-college-of-northern-denmark-ucn/sundhedsuddannelserne/occupational-therapy-exchange-programme?filters=","English"
"Ocean Engineering","Engineering
                Mathematics, natural- and computer science","Master (2 years) of Science in Ocean Engineering","Technical University of Denmark (DTU)",120,"https://studyindenmark.dk/portal/technical-university-of-denmark-dtu/dtu-lyngby-campus-10/ocean-engineering?filters=","English"
"Offshore Energy Systems, Specialisation of Sustainable Energy Engineering","Engineering","Master (2 years) of Science (MSc) in Engineering (Sustainable Energy Engineering with specialisation in Offshore Energy Systems)","Aalborg University (AAU)",120,"https://studyindenmark.dk/portal/aalborg-university-aau/esbjerg/offshore-energy-systems-specialisation-of?filters=","English"
"Offshore Wind Energy 1:1 DTU-KAIST Double Degree","Engineering","Master (2 years) of Science in Offshore Wind Energy","Technical University of Denmark (DTU)",120,"https://studyindenmark.dk/portal/technical-university-of-denmark-dtu/dtu-lyngby-campus-10/offshore-wind-energy-1-1-dtu-kaist-double-degree?filters=","English"
"Oil & Gas Technology, Specialisation of Chemical Engineering","Engineering
                Mathematics, natural- and computer science","Master (2 years) of Science (MSc) in Engineering (Chemical Engineering with specialisation in Oil and Gas Technology)","Aalborg University (AAU)",120,"https://studyindenmark.dk/portal/aalborg-university-aau/esbjerg/oil-gas-technology-specialisation-of-chemical?filters=","English"
"Operations and Innovation Management, Specialisation of Management Engineering","Economics, commerce, management and accounting
                Engineering","Master (2 years) of Science (MSc) in Engineering (Management Engineering with specialisation in Operations and Innovation Management)","Aalborg University (AAU)",120,"https://studyindenmark.dk/portal/aalborg-university-aau/aalborg/operations-and-innovation-management?filters=","English"
"Operations and Supply Chain Management, Specialisation of Management Engineering","Economics, commerce, management and accounting
                Engineering","Master (2 years) of Science (MSc) in Engineering (Management Engineering with specialisation in Operations and Supply Chain Management)","Aalborg University (AAU)",120,"https://studyindenmark.dk/portal/aalborg-university-aau/aalborg/operations-and-supply-chain-management?filters=","English"
"Operations Management (MSc)","Economics, commerce, management and accounting
                Engineering","Master (2 years) of Science in Engineering","University of Southern Denmark (SDU)",120,"https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/odense/operations-management-msc?filters=","English"
"Orchestra Conducting - Advanced Postgraduate Programme","Music and performing arts","Advanced Postgraduate Diploma of Orchestra Conducting","The Royal Danish Academy of Music",180,"https://studyindenmark.dk/portal/the-royal-danish-academy-of-music/study-programmes-within-music-and-music-pedagogy/orchestra-conducting-advanced-postgraduate?filters=","English"
"Organ/Church Music","Music and performing arts","Bachelor of","Danish National Academy of Music",180,"https://studyindenmark.dk/portal/danish-national-academy-of-music/esbjerg/organ-church-music-27492?filters=","English"
"Organ/Church Music","Music and performing arts","Advanced Postgraduate Diploma of","Danish National Academy of Music",120,"https://studyindenmark.dk/portal/danish-national-academy-of-music/esbjerg/organ-church-music?filters=","English"
"Organ/Church Music","Music and performing arts","Master (2 years) of","Danish National Academy of Music",120,"https://studyindenmark.dk/portal/danish-national-academy-of-music/esbjerg/organ-church-music-33741?filters=","English"
"Organisational Innovation and Entrepreneurship (MSocSc)","Humanities, social sciences, communication and arts","Master (2 years) of Science in Social Science in Organisational Innovation and Entrepreneurship","Copenhagen Business School (CBS)",120,"https://studyindenmark.dk/portal/copenhagen-business-school-cbs/frederiksberg-campus/organisational-innovation-and-entrepreneurship?filters=","English"
"People and Business Development (MSc)","Agriculture and environment
                Economics, commerce, management and accounting
                Humanities, social sciences, communication and arts","Master (2 years) of Science in Economics and Business Administration","Copenhagen Business School (CBS)",120,"https://studyindenmark.dk/portal/copenhagen-business-school-cbs/frederiksberg-campus/people-and-business-development-msc?filters=","English"
"Pharmaceutical Design and Engineering","Engineering
                Health care, social services, and care services","Master (2 years) of Science in Pharmaceutical Design and Engineering","Technical University of Denmark (DTU)",120,"https://studyindenmark.dk/portal/technical-university-of-denmark-dtu/dtu-lyngby-campus-10/pharmaceutical-design-and-engineering?filters=","English"
"Pharmaceutical Sciences","Health care, social services, and care services
                Mathematics, natural- and computer science","Master (2 years) of Science in Pharmaceutical Sciences","University of Copenhagen (UCPH)",120,"https://studyindenmark.dk/portal/university-of-copenhagen-ucph/north-campus/pharmaceutical-sciences?filters=","English"
"Photojournalism - Advanced Visual Storytelling","Humanities, social sciences, communication and arts","Short-term programme of Photojournalism - Advanced Visual Storytelling","Danish School of Media and Journalism (DMJX)",30,"https://studyindenmark.dk/portal/danish-school-of-media-and-journalism-dmjx/campus-aarhus/photojournalism-advanced-visual-storytelling?filters=","English"
"Photojournalism - The Language of Photojournalism","Humanities, social sciences, communication and arts","Short-term programme of Photojournalism - The Language of Photojournalism","Danish School of Media and Journalism (DMJX)",30,"https://studyindenmark.dk/portal/danish-school-of-media-and-journalism-dmjx/campus-aarhus/photojournalism-the-language-of-photojournalism?filters=","English"
"Photonics 1:1 DTU-KAIST Double Degree","Engineering","Master (2 years) of Science in Photonics","Technical University of Denmark (DTU)",120,"https://studyindenmark.dk/portal/technical-university-of-denmark-dtu/dtu-lyngby-campus-10/photonics-1-1-dtu-kaist-double-degree?filters=","English"
"Physics","Mathematics, natural- and computer science","Master (2 years) of Physics","Aarhus University (AU)",120,"https://studyindenmark.dk/portal/aarhus-university-au/aarhus/physics?filters=","English"
"Physics","Mathematics, natural- and computer science","Master (2 years) of Science","University of Southern Denmark (SDU)",120,"https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/odense/physics?filters=","English"
"Physics","Mathematics, natural- and computer science","Master (2 years) of Science in Physics","University of Copenhagen (UCPH)",120,"https://studyindenmark.dk/portal/university-of-copenhagen-ucph/north-campus/physics?filters=","English"
"Physics and Nanotechnology 1:1 DTU-TUM","Engineering","Master (2 years) of Science in Physics and Nanotechnology","Technical University of Denmark (DTU)",120,"https://studyindenmark.dk/portal/technical-university-of-denmark-dtu/dtu-lyngby-campus-10/physics-and-nanotechnology-1-1-dtu-tum?filters=","English"
"Physics and Scientific Modelling","Interdisciplinary Studies
                Mathematics, natural- and computer science","Master (2 years) of mathematics, natural science,","Roskilde University (RUC)",NA,"https://studyindenmark.dk/portal/roskilde-university-ruc/roskilde/physics-and-scientific-modelling?filters=","English"
"Physics and Technology (MSc)","Engineering
                Mathematics, natural- and computer science","Master (2 years) of Science in Engineering","University of Southern Denmark (SDU)",120,"https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/sonderborg/physics-and-technology-msc?filters=","English"
"Physics and Technology (MSc)","Engineering
                Mathematics, natural- and computer science","Master (2 years) of Science in Engineering","University of Southern Denmark (SDU)",120,"https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/odense/physics-and-technology-msc?filters=","English"
"Physiotherapy","Health care, social services, and care services","Short-term programme of Physiotherapy","University College Copenhagen",NA,"https://studyindenmark.dk/portal/university-college-copenhagen/campus-north-zealand/physiotherapy?filters=","English"
"Physiotherapy (exchange programme)","Health care, social services, and care services","Short-term programme of Health Studies","University College of Northern Denmark (UCN)",NA,"https://studyindenmark.dk/portal/university-college-of-northern-denmark-ucn/sundhedsuddannelserne/physiotherapy-exchange-programme?filters=","English"
"Political Architecture: Critical Sustainability","Architecture, design and visual arts","Master (2 years) of Architecture","Royal Danish Academy -  Architecture, Design and Conservation",120,"https://studyindenmark.dk/portal/royal-danish-academy-architecture-design-and/copenhagen/political-architecture-critical-sustainability?filters=","English"
"Population Studies","Interdisciplinary Studies","Master (2 years) of","University of Southern Denmark (SDU)",120,"https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/odense/population-studies?filters=","English"
"Power Electronics and Drives, Specialisation of Energy Engineering","Engineering","Master (2 years) of Science (MSc) in Engineering (Energy Engineering with specialisation in Power Electronics and Drives)","Aalborg University (AAU)",120,"https://studyindenmark.dk/portal/aalborg-university-aau/aalborg/power-electronics-and-drives-specialisation-of?filters=","English"
