"Program_Title","Institution","Level","Link","Language","Country","ECTS","Free_Tuition_EU","latitude","longitude"
"English Language and Literature, Master Programme","Linnaeus University (Kalmar Växjö)","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",56.878848,14.805986
"Master Programme in Applied English Linguistics","Dalarna University","Master","https://studyinsweden.se/subjects","English","Sweden",60,"Yes",60.6137678,15.6536047
"Master Programme in Applied English Linguistics","Dalarna University","Master","https://studyinsweden.se/subjects","English","Sweden",60,"Yes",60.6137678,15.6536047
"Master Programme in Applied English Linguistics","Dalarna University","Master","https://studyinsweden.se/subjects","English","Sweden",60,"Yes",60.6137678,15.6536047
"Master Programme in Applied English Linguistics","Dalarna University","Master","https://studyinsweden.se/subjects","English","Sweden",60,"Yes",60.6137678,15.6536047
"Master programme in English: Linguistic specialisation","Karlstad University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",59.405885,13.581562
"Master programme in English: Linguistic specialisation","Karlstad University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",59.405885,13.581562
"Master programme in English: Literary specialisation","Karlstad University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",59.405885,13.581562
"Master programme in English: Literary specialisation","Karlstad University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",59.405885,13.581562
"Master's Programme in AI and Language","Stockholm University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",55.93799,13.107478
"Master's Programme in Egyptology","Uppsala University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",56.172388,15.931613
"Master's Programme in English - American Literature and Culture","Uppsala University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",56.172388,15.931613
"Master's Programme in English - English Linguistics","Uppsala University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",56.172388,15.931613
"Master's Programme in English - English Literature","Uppsala University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",56.172388,15.931613
"Master's Programme in English Language and Linguistics","Stockholm University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",55.93799,13.107478
"Master's Programme in English Language and Linguistics","Stockholm University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",55.93799,13.107478
"Master's Programme in Language and Intercultural Communication","University of Gothenburg","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",58.399765,15.574321
"Master's Programme in Language and Linguistics, Classical Languages","Lund University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",58.971112,16.598422
"Master's Programme in Language and Linguistics, Cognitive Semiotics","Lund University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",58.971112,16.598422
"Master's Programme in Language and Linguistics, English","Lund University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",58.971112,16.598422
"Master's Programme in Language and Linguistics, Linguistics","Lund University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",58.971112,16.598422
"Master's Programme in Language and Linguistics, Modern Languages","Lund University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",58.971112,16.598422
"Master's Programme in Language and Linguistics, Swedish as a Second Language","Lund University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",58.971112,16.598422
"Master's Programme in Language and Linguistics, Swedish/Scandinavian Languages","Lund University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",58.971112,16.598422
"Master's Programme in Language Technology","Uppsala University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",56.172388,15.931613
"Master's Programme in Languages - General Linguistics","Uppsala University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",56.172388,15.931613
"Master's Programme in Languages - German","Uppsala University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",56.172388,15.931613
"Master's Programme in Languages - Turkic Languages","Uppsala University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",56.172388,15.931613
"Master's Programme in Middle Eastern Studies","Stockholm University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",55.93799,13.107478
"Master's Programme in Middle Eastern Studies","Stockholm University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",55.93799,13.107478
"Master's Programme in Multilingualism and Second Language Acquisition","Stockholm University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",55.93799,13.107478
"Master's Programme in Multilingualism and Second Language Acquisition","Stockholm University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",55.93799,13.107478
"Master's Programme in Russian and Eurasian Studies","Uppsala University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",56.172388,15.931613
"Master's Programme in Scandinavian Studies","Uppsala University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",56.172388,15.931613
"Master's Programme in Turkic Studies","Uppsala University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",56.172388,15.931613
"Masters Programme in English with Specialisation in Literature in English","Dalarna University","Master","https://studyinsweden.se/subjects","English","Sweden",60,"Yes",60.6137678,15.6536047
"Masters Programme in English with Specialisation in Literature in English","Dalarna University","Master","https://studyinsweden.se/subjects","English","Sweden",60,"Yes",60.6137678,15.6536047
"Masters Programme in English with Specialisation in Literature in English","Dalarna University","Master","https://studyinsweden.se/subjects","English","Sweden",60,"Yes",60.6137678,15.6536047
"Masters Programme in English with Specialisation in Literature in English","Dalarna University","Master","https://studyinsweden.se/subjects","English","Sweden",60,"Yes",60.6137678,15.6536047
"Masters Programme in Intercultural Literature Studies - General","Dalarna University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",60.6137678,15.6536047
"Masters Programme in Intercultural Literature Studies - General","Dalarna University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",60.6137678,15.6536047
"Masters Programme in Intercultural Literature Studies - General","Dalarna University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",60.6137678,15.6536047
"Masters Programme in Intercultural Literature Studies - General","Dalarna University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",60.6137678,15.6536047
"Analytical Finance","Mälardalen University","Bachelor","https://studyinsweden.se/subjects","English","Sweden",180,"Yes",57.513356,18.556706
"Bachelor in International Economics","Jönköping University","Bachelor","https://studyinsweden.se/subjects","English","Sweden",180,"Yes",58.947492,16.124203
"Bachelor of Science Program in Retail Management","Stockholm School of Economics","Bachelor","https://studyinsweden.se/subjects","English","Sweden",180,"Yes",55.847451,13.322399
"Computational Materials Science, Master's Programme (Two-Year)","Malmö University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",59.307115,14.504168
"Computational Materials Science, Master's Programme (Two-Year)","Malmö University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",59.307115,14.504168
"Computational Social Science, Master's Programme - First and main admission round","Linköping University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",59.071594,15.994954
"Economics, master programme","Linnaeus University (Kalmar Växjö)","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",56.878848,14.805986
"Engineering Mathematics and Computational Science, Msc Progr","Chalmers University of Technology","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",57.689121,11.978663
"Infectious Disease Control","Södertörn University","Master","https://studyinsweden.se/subjects","English","Sweden",60,"Yes",59.222141,17.939555
"Infectious Disease Control (INT)","Södertörn University","Master","https://studyinsweden.se/subjects","English","Sweden",60,"Yes",59.222141,17.939555
"Logic, Master's Programme","University of Gothenburg","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",58.399765,15.574321
"Logic, Master's Programme","University of Gothenburg","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",58.399765,15.574321
"Lärande och Ledarskap, Msc Progr","Chalmers University of Technology","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",57.689121,11.978663
"Master in Applied Economics and Data Analysis","Jönköping University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",58.947492,16.124203
"Master in Language Technology","University of Gothenburg","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",58.399765,15.574321
"Master in Language Technology","University of Gothenburg","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",58.399765,15.574321
"Master programme in applied economics and advanced analytical methods","Karlstad University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",59.405885,13.581562
"Master Programme in Computational Science, Geoscience","Lund University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",58.971112,16.598422
"Master Programme in Computational Science, Physics","Lund University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",58.971112,16.598422
"Master Programme in Computational Science, Scientific Computing","Lund University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",58.971112,16.598422
"Master Programme in Economics: Master","Karlstad University","Master","https://studyinsweden.se/subjects","English","Sweden",60,"Yes",59.405885,13.581562
"Master Programme in Mathematical Statistics","Lund University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",58.971112,16.598422
"Master Programme in Mathematics","Lund University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",58.971112,16.598422
"Master's Programme in Applied Biostatistics","University of Gothenburg","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",58.399765,15.574321
"Master's Programme in Applied Biostatistics","University of Gothenburg","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",58.399765,15.574321
"Master's Programme in Artificial Intelligence","Umeå University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",59.922954,13.247561
"Master's Programme in Artificial Intelligence","Umeå University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",59.922954,13.247561
"Master's Programme in Engineering Mathematics","Mälardalen University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",57.513356,18.556706
"Master's Programme in Financial Engineering","Mälardalen University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",57.513356,18.556706
"Master's Programme in Machine Learning, Systems and Control","Lund University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",58.971112,16.598422
"Master's Programme in Mathematical Statistics","Umeå University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",59.922954,13.247561
"Master's Programme in Mathematical Statistics","Umeå University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",59.922954,13.247561
"Master's Programme in Mathematical Statistics and Machine Learning","Stockholm University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",55.93799,13.107478
"Master's Programme in Mathematical Statistics and Machine Learning","Stockholm University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",55.93799,13.107478
"Master's Programme in Mathematics","Umeå University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",59.922954,13.247561
"Master's Programme in Mathematics","Umeå University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",59.922954,13.247561
"Master's Programme in Mathematics","Stockholm University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",55.93799,13.107478
"Master's Programme in Mathematics","Stockholm University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",55.93799,13.107478
"Master's Programme in Mathematics - Applied Mathematics and Statistics","Uppsala University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",56.172388,15.931613
"Master's Programme in Mathematics - Financial Mathematics","Uppsala University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",56.172388,15.931613
"Master's Programme in Mathematics - Mathematics","Uppsala University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",56.172388,15.931613
"Master's Programme in Physics - Mathematical Physics","Uppsala University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",56.172388,15.931613
"Master's Programme in Statistics","Stockholm University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",55.93799,13.107478
"Master's Programme in Statistics","Stockholm University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",55.93799,13.107478
"Master's Programme in Statistics - Statistical Modelling and Data Science","Örebro University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",59.254506,15.247446
"Master's Programme in Statistics and Data Science","Uppsala University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",56.172388,15.931613
"Master's Programme, Applied and Computational Mathematics","KTH Royal Institute of Technology","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",55.423143,12.953234
"Master's Programme, Applied and Computational Mathematics - track Computer Simulations for Science and Engineering","KTH Royal Institute of Technology","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",55.423143,12.953234
"Master's Programme, Biostatistics and Data Science","KTH Royal Institute of Technology","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",55.423143,12.953234
"Masters Program in Data Science, Statistics and Decision Analysis","Stockholm University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",55.93799,13.107478
"Aeronautical Engineering, Master's Programme","Linköping University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",59.071594,15.994954
"Applied Mechanics, Msc Progr","Chalmers University of Technology","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",57.689121,11.978663
"Architecture and Planning Beyond Sustainability, Msc Progr","Chalmers University of Technology","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",57.689121,11.978663
"Architecture and Urban Design, Msc Progr","Chalmers University of Technology","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",57.689121,11.978663
"Architecture Program","Umeå University","Master","https://studyinsweden.se/subjects","English","Sweden",300,"Yes",59.922954,13.247561
"Arctic Mineral Resources, specialization Mineral Entrepreneurship, international students","Luleå University of Technology","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",57.847064,14.821725
"Arctic Mineral Resources, specialization Mineral Resource Management, international students","Luleå University of Technology","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",57.847064,14.821725
"Bachelor Programme in Mineral Resource Engineering,International students","Luleå University of Technology","Bachelor","https://studyinsweden.se/subjects","English","Sweden",180,"Yes",57.847064,14.821725
"Computational Materials Science, Master's Programme (Two-Year)","Malmö University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",59.307115,14.504168
"Computational Materials Science, Master's Programme (Two-Year)","Malmö University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",59.307115,14.504168
"Design and Construction Project Management, Msc Progr","Chalmers University of Technology","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",57.689121,11.978663
"Digital Product Development (master)","Jönköping University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",58.947492,16.124203
"Food and Landscape - Masters programme","Swedish University of Agricultural Sciences","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",59.900276,17.594444
"Forest and Landscape (BSc)","Swedish University of Agricultural Sciences","Bachelor","https://studyinsweden.se/subjects","English","Sweden",180,"Yes",59.900276,17.594444
"Horticultural Science - Master's Programme","Swedish University of Agricultural Sciences","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",59.900276,17.594444
"Landscape Architecture for Sustainable Urbanisation - Master's Programme","Swedish University of Agricultural Sciences","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",59.900276,17.594444
"Landscape Architecture- Master's Programme","Swedish University of Agricultural Sciences","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",59.900276,17.594444
"Master in Manufacturing Engineering","University West","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",58.284472,12.298562
"Master in Manufacturing Engineering (1 year)","University West","Master","https://studyinsweden.se/subjects","English","Sweden",60,"Yes",58.284472,12.298562
"Master in Robotics and Automation (1 year)","University West","Master","https://studyinsweden.se/subjects","English","Sweden",60,"Yes",58.284472,12.298562
"Master in Robotics and Automation (1 year) Distance with meetings on campus","University West","Master","https://studyinsweden.se/subjects","English","Sweden",60,"Yes",58.284472,12.298562
"Master in Robotics and Automation (2 years)","University West","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",58.284472,12.298562
"Master in Robotics and Automation (2 years) Distance with meetings on campus","University West","Master","https://studyinsweden.se/subjects","English","Sweden",60,"Yes",58.284472,12.298562
"Master in Welding Technology","University West","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",58.284472,12.298562
"Master of Science in Conservation","University of Gothenburg","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",58.399765,15.574321
"Master of Science in Conservation","University of Gothenburg","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",58.399765,15.574321
"Master Programme (Two Year) in Technical Textile Innovation","University of Borås","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",57.72439,12.94121
"Master Programme (Two Years) in Textile Engineering","University of Borås","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",57.72439,12.94121
"Master Programme in Civil Engineering, with specialization in mining and Geotechnical Engineering, international students","Luleå University of Technology","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",57.847064,14.821725
"Master Programme in Energy Efficient Built Environment","Dalarna University","Master","https://studyinsweden.se/subjects","English","Sweden",60,"Yes",60.6137678,15.6536047
"Master Programme in Energy Efficient Built Environment","Dalarna University","Master","https://studyinsweden.se/subjects","English","Sweden",60,"Yes",60.6137678,15.6536047
"Master Programme in Geospatial Information Science","University of Gävle","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",60.6685685,17.1188049
"Master Programme in GIS and Applied Geography","University of Gävle","Master","https://studyinsweden.se/subjects","English","Sweden",60,"Yes",60.6685685,17.1188049
"Master Programme in Maintenance Engineering, international students","Luleå University of Technology","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",57.847064,14.821725
"Master Programme in Resource Recovery - Polymer Materials for the Circular Economy","University of Borås","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",57.72439,12.94121
"Master Programme in Textile Value Chain Management","University of Borås","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",57.72439,12.94121
"Master programme in Wood Technology, international students","Luleå University of Technology","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",57.847064,14.821725
"Master's Programme (one year) in Additive Manufacturing","Mid Sweden University","Master","https://studyinsweden.se/subjects","English","Sweden",60,"Yes",56.701465,15.188324
"Master's Programme in Additive Manufacturing","Uppsala University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",56.172388,15.931613
"Master's programme in Architecture","Lund University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",58.971112,16.598422
"Master's Programme in Architecture and Urban Design","Umeå University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",59.922954,13.247561
"Master's Programme in Battery Technology and Energy Storage","Uppsala University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",56.172388,15.931613
"Master's Programme in Chemistry - Bio and Nano Materials","Uppsala University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",56.172388,15.931613
"Master's Programme in Digital Architecture and Emergent Futures","Lund University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",58.971112,16.598422
"Master's Programme in Energy Smart Innovation in the Built Environment","Halmstad University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",61.216527,15.409455
"Master's programme in Energy-efficient and Environmental Building Design","Lund University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",58.971112,16.598422
"Master's Programme in Engineering Physics","Mid Sweden University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",56.701465,15.188324
"Master's Programme in Environmental Management and Physical Planning","Stockholm University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",55.93799,13.107478
"Master's programme in Food Technology and Nutrition","Lund University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",58.971112,16.598422
"Master's Programme in Geography","University of Gothenburg","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",58.399765,15.574321
"Ethics, Science, and Policy, Master's Programme - First and main admission round","Linköping University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",59.071594,15.994954
"Introduction to Orthodox Theology","University College Stockholm",NA,"https://studyinsweden.se/subjects","English","Sweden",30,"Yes",51.8968917,-8.4863157
"Introductory year to Eastern Christian Studies","University College Stockholm","Master","https://studyinsweden.se/subjects","English","Sweden",60,"Yes",51.8968917,-8.4863157
"Introductory year to Eastern Christian Studies","University College Stockholm","Master","https://studyinsweden.se/subjects","English","Sweden",60,"Yes",51.8968917,-8.4863157
"Master in Theology, systematic theology","University of Gothenburg","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",58.399765,15.574321
"Master in Theology, systematic theology","University of Gothenburg","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",58.399765,15.574321
"Master Program in Religious Studies","University of Gävle","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",60.6685685,17.1188049
"Master's Programme in Euroculture","Uppsala University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",56.172388,15.931613
"Master's Programme in Humanitarian Action and Conflict","Uppsala University","Master","https://studyinsweden.se/subjects","English","Sweden",60,"Yes",56.172388,15.931613
"Master's Programme in International Humanitarian Action","Uppsala University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",56.172388,15.931613
"Master's Programme in Religion in Peace and Conflict","Uppsala University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",56.172388,15.931613
"Master's Programme in Religious Roots of Europe","Lund University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",58.971112,16.598422
"Pre-Masters Program in Eastern Christian Studies","University College Stockholm","Master","https://studyinsweden.se/subjects","English","Sweden",60,"Yes",51.8968917,-8.4863157
"Animal Science - master´s programme","Swedish University of Agricultural Sciences","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",59.900276,17.594444
"Applied Ethology and Animal Biology, Master's Programme","Linköping University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",59.071594,15.994954
"Applied Mathematics Programme","Linnaeus University (Kalmar Växjö)","Bachelor","https://studyinsweden.se/subjects","English","Sweden",180,"Yes",56.878848,14.805986
"Aquatic Ecology, Master Programme","Linnaeus University (Kalmar Växjö)","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",56.878848,14.805986
"Arctic Mineral Resources, specialization Mineral Entrepreneurship, international students","Luleå University of Technology","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",57.847064,14.821725
"Arctic Mineral Resources, specialization Mineral Resource Management, international students","Luleå University of Technology","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",57.847064,14.821725
"Atmosphere, Climate and Ecosystems, Master's Programme","University of Gothenburg","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",58.399765,15.574321
"Atmosphere, Climate and Ecosystems, Master's Programme","University of Gothenburg","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",58.399765,15.574321
"Bachelor of Science Programme in Development Studies","Lund University","Bachelor","https://studyinsweden.se/subjects","English","Sweden",180,"Yes",58.971112,16.598422
"Bachelor of Science Programme in Life Science - Bachelor of Science Programme in Life Science","Umeå University","Bachelor","https://studyinsweden.se/subjects","English","Sweden",180,"Yes",59.922954,13.247561
"Bachelor of Science Programme in Life Science - Bachelor of Science Programme in Life Science","Umeå University","Bachelor","https://studyinsweden.se/subjects","English","Sweden",180,"Yes",59.922954,13.247561
"Bachelor Programme in Mineral Resource Engineering,International students","Luleå University of Technology","Bachelor","https://studyinsweden.se/subjects","English","Sweden",180,"Yes",57.847064,14.821725
"Bachelor's Programme in Biomedicine","Karolinska Institutet","Bachelor","https://studyinsweden.se/subjects","English","Sweden",180,"Yes",58.43283,11.411987
"Bachelor's Programme in Biomedicine","Lund University","Bachelor","https://studyinsweden.se/subjects","English","Sweden",180,"Yes",58.971112,16.598422
"Bachelor's Programme in Biomedicine","Karolinska Institutet","Bachelor","https://studyinsweden.se/subjects","English","Sweden",180,"Yes",58.43283,11.411987
"Bachelor's Programme in Earth Science, Distance Learning","Stockholm University","Bachelor","https://studyinsweden.se/subjects","English","Sweden",180,"Yes",55.93799,13.107478
"Bachelor's Programme in Energy Transition - Sustainability and Leadership","Uppsala University","Bachelor","https://studyinsweden.se/subjects","English","Sweden",180,"Yes",56.172388,15.931613
"Bachelor's Programme in Marine Geoscience","Stockholm University","Bachelor","https://studyinsweden.se/subjects","English","Sweden",180,"Yes",55.93799,13.107478
"Bachelor´s Programme in Experimental and Industrial Biomedicine (International admissions round)","Linköping University","Bachelor","https://studyinsweden.se/subjects","English","Sweden",180,"Yes",59.071594,15.994954
"Biodiversity and Systematics, Nordic Master's Programme","University of Gothenburg","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",58.399765,15.574321
"Biology, Master's Programme","University of Gothenburg","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",58.399765,15.574321
"Biomarkers in Molecular Medicine - Master's Programme","University of Skövde","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",60.664831,16.692259
"Biomedical Engineering, Msc Progr","Chalmers University of Technology","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",57.689121,11.978663
"Biomedical Surface Science, Master's Programme (Two-Year)","Malmö University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",59.307115,14.504168
"Biomedical Surface Science, Master's Programme (Two-Year)","Malmö University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",59.307115,14.504168
"Biomedical Surface Science, Master's Programme (Two-Year)","Malmö University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",59.307115,14.504168
"Biomedicine - Bachelor's Programme","University of Skövde","Bachelor","https://studyinsweden.se/subjects","English","Sweden",180,"Yes",60.664831,16.692259
"Biotechnology, Msc Progr","Chalmers University of Technology","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",57.689121,11.978663
"Chemistry, Master Programme","Linnaeus University (Kalmar Växjö)","Master","https://studyinsweden.se/subjects","English","Sweden",60,"Yes",56.878848,14.805986
"Chemistry, Master Programme","Linnaeus University (Kalmar Växjö)","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",56.878848,14.805986
"Chemistry, Master's Programme","Linköping University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",59.071594,15.994954
"Complex Adaptive Systems, Master's Programme","University of Gothenburg","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",58.399765,15.574321
"Computational Materials Science, Master's Programme (Two-Year)","Malmö University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",59.307115,14.504168
"Computational Materials Science, Master's Programme (Two-Year)","Malmö University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",59.307115,14.504168
"Computational Social Science, Master's Programme - First and main admission round","Linköping University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",59.071594,15.994954
"Conservation and Management of Fish and Wildlife (MSc)","Swedish University of Agricultural Sciences","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",59.900276,17.594444
"Ecology and Sustainable Development, Master's Programme","Linköping University","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",59.071594,15.994954
"Ecotechnology","Mid Sweden University","Bachelor","https://studyinsweden.se/subjects","English","Sweden",180,"Yes",56.701465,15.188324
"Ecotechnology","Mid Sweden University","Bachelor","https://studyinsweden.se/subjects","English","Sweden",180,"Yes",56.701465,15.188324
"Ecotoxicology, Master's Programme","University of Gothenburg","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",58.399765,15.574321
"Ecotoxicology, Master's Programme","University of Gothenburg","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",58.399765,15.574321
"Energy and Management for Sustainable Development, Master Programme","Linnaeus University (Kalmar Växjö)","Master","https://studyinsweden.se/subjects","English","Sweden",120,"Yes",56.878848,14.805986
